ORF	 "Empirical phi from data in Beyer et al 2003"
YOL089C	0.003365936
YOL090W	0.03353555
YOL091W	0.001779723
YOL092W	0.396026118
YOL093W	0.037841545
YOL094C	0.09237942
YOL095C	0.006011076
YOL096C	0.014232743
YOL097C	0.513713006
YOL098C	0.050102905
YOL100W	0.003583077
YOL101C	0.020685355
YOL102C	0.06124586
YOL103W	0.05325829
YOL104C	0.003284289
YOL105C	0.005840713
YOL107W	0.009443816
YOL108C	0.089727825
YOL109W	4.905313955
YOL110W	0.023753761
YOL111C	0.179315621
YOL112W	0.01716688
YOL113W	0.001993964
YOL114C	0.008034812
YOL115W	0.013102823
YOL116W	0.006308732
YOL117W	0.001907842
YOL119C	0.058839968
YOL120C	3.701464952
YOL121C	5.405963131
YOL122C	0.053475691
YOL123W	0.215545471
YOL124C	0.163063388
YOL125W	0.026407203
YOL126C	0.028193681
YOL127W	3.128516681
YOL128C	0.010864158
YOL129W	0.232078001
YOL130W	0.02256677
YOL131W	0.014002826
YOL132W	0.005337154
YOL133W	0.088559784
YOL135C	0.037644084
YOL136C	0.008983908
YOL137W	0.015808283
YOL138C	0.002198643
YOL139C	1.017259037
YOL140W	0.017968781
YOL141W	0.004320898
YOL142W	0.103885186
YOL143C	0.263394487
YOL144W	0.027001627
YOL145C	0.014141881
YOL146W	0.058185419
YOL147C	0.206841659
YOL148C	0.022127481
YOL149W	0.063220053
YOL151W	0.238125245
YOL152W	0.003470024
YOL154W	0.013862516
YOL155C	0.012466702
YOL156W	0.000506179
YOL157C	0.002408089
YOL158C	0.09923655
YOL159C	0.031995712
YOL161C	0.038942731
YOL162W	0.013036493
YOL163W	0.012555895
YOL164W	0.002028163
YOL165C	0.012211291
YOR001W	0.106361539
YOR002W	0.077165478
YOR003W	0.000909259
YOR004W	0.333632248
YOR005C	0.00181797
YOR006C	0.052184861
YOR007C	0.608638932
YOR008C	0.101696476
YOR008CA	0.012530521
YOR009W	0.062883786
YOR010C	0.684679933
YOR011W	0.008387107
YOR012W	0.021967817
YOR014W	0.015966042
YOR016C	0.066186436
YOR017W	0.023315639
YOR018W	0.006930581
YOR019W	0.002115333
YOR020C	0.568577248
YOR021C	0.328054933
YOR022C	0.009137473
YOR023C	0.033477514
YOR025W	0.007488416
YOR026W	0.020642217
YOR027W	0.520795614
YOR028C	0.010869581
YOR030W	0.001613446
YOR032C	0.000842918
YOR033C	0.009158673
YOR034C	0.017262952
YOR035C	0.005161999
YOR036W	0.021060672
YOR037W	0.006045449
YOR038C	0.004618589
YOR039W	0.049769266
YOR040W	0.016374717
YOR042W	0.099261237
YOR043W	0.036861802
YOR044W	0.037466335
YOR045W	0.409106954
YOR046C	0.290435849
YOR047C	0.019733748
YOR048C	0.03381806
YOR049C	0.002197837
YOR051C	0.078601267
YOR052C	0.044451421
YOR054C	0.006682478
YOR056C	0.161616667
YOR057W	0.026107519
YOR058C	0.001986398
YOR059C	0.030879806
YOR060C	0.001248698
YOR061W	0.092030527
YOR062C	0.01950753
YOR063W	5.542793697
YOR064C	0.014205847
YOR065W	0.023113062
YOR066W	0.008409799
YOR067C	0.203640464
YOR068C	0.002540127
YOR069W	0.026134319
YOR070C	0.00806705
YOR071C	0.008784639
YOR073W	0.013977048
YOR074C	0.022712151
YOR075W	0.014938622
YOR076C	0.005863962
YOR077W	0.022312676
YOR078W	0.090239411
YOR079C	0.05464725
YOR080W	0.004796221
YOR081C	0.012461846
YOR083W	0.004810371
YOR084W	0.026772331
YOR085W	0.137198318
YOR086C	0.062583351
YOR087W	0.009847728
YOR089C	0.12494215
YOR090C	0.024827035
YOR091W	0.142331293
YOR092W	0.01289618
YOR093C	0.007325461
YOR094W	0.064901387
YOR095C	0.14394371
YOR096W	1.582588806
YOR097C	0.033261367
YOR098C	0.014725379
YOR099W	0.639398271
YOR100C	0.003516691
YOR101W	0.072839669
YOR103C	0.201478443
YOR104W	0.019558048
YOR106W	0.034483598
YOR107W	0.002511806
YOR108W	0.162549105
YOR109W	0.037605213
YOR110W	0.016396646
YOR111W	0.016170103
YOR112W	0.01422997
YOR113W	0.004472937
YOR114W	0.006690584
YOR115C	0.079385099
YOR116C	0.055100919
YOR117W	0.18963737
YOR118W	0.019257062
YOR119C	0.039906099
YOR120W	0.003162644
YOR122C	0.466748322
YOR123C	0.106134744
YOR124C	0.035452261
YOR125C	0.028774856
YOR126C	0.042360504
YOR127W	0.006862921
YOR128C	0.078201415
YOR129C	0.00769007
YOR130C	0.05044102
YOR131C	0.110720385
YOR132W	0.056191593
YOR133W	2.677523519
YOR134W	0.007852847
YOR136W	0.459746818
YOR137C	0.001328391
YOR138C	0.035812239
YOR140W	0.004900039
YOR141C	0.037188632
YOR142W	0.166381047
YOR143C	0.042813585
YOR144C	0.010718604
YOR145C	0.185933125
YOR147W	0.002915567
YOR148C	0.022593716
YOR149C	0.005733289
YOR150W	0.089904268
YOR151C	0.164562757
YOR152C	0.002595841
YOR153W	0.104363833
YOR154W	0.006977668
YOR155C	0.021462264
YOR156C	0.001692558
YOR157C	0.251669338
YOR158W	0.026648708
YOR159C	0.126473217
YOR160W	0.010601093
YOR161C	0.049790159
YOR162C	0.004155643
YOR163W	0.120825397
YOR164C	0.08490351
YOR165W	0.0636346
YOR166C	0.007700486
YOR167C	2.393323964
YOR168W	0.233785257
YOR171C	0.007718557
YOR172W	0.004918179
YOR173W	0.007259279
YOR174W	0.04358765
YOR175C	0.121119303
YOR176W	0.170469072
YOR177C	0.005500156
YOR178C	0.000861341
YOR179C	0.032885989
YOR180C	0.004682916
YOR181W	0.022403657
YOR182C	6.632524889
YOR183W	0.013420259
YOR184W	0.271454712
YOR185C	0.117646099
YOR186W	0.009239977
YOR187W	0.399026419
YOR188W	0.019675559
YOR189W	0.048212071
YOR190W	0.001922896
YOR191W	0.010606382
YOR192C	0.002017847
YOR193W	0.003658418
YOR194C	0.119377207
YOR195W	0.004027753
YOR196C	0.094136624
YOR197W	0.108795468
YOR198C	0.195983162
YOR201C	0.017591576
YOR202W	0.09084
YOR204W	0.208961019
YOR205C	0.006740207
YOR206W	0.135655724
YOR207C	0.118104899
YOR208W	0.01051319
YOR209C	0.206838448
YOR210W	0.286165517
YOR211C	0.005971258
YOR212W	0.073374209
YOR213C	0.018895955
YOR214C	0.002284859
YOR215C	0.085620093
YOR216C	0.027896893
YOR217W	0.028930685
YOR219C	0.007384985
YOR220W	0.081362548
YOR221C	0.044275709
YOR222W	0.080596629
YOR223W	0.018615605
YOR224C	0.368097527
YOR226C	0.168448782
YOR227W	0.007412741
YOR228C	0.031519857
YOR229W	0.05057409
YOR230W	0.614586373
YOR231W	0.014831496
YOR232W	0.132890358
YOR233W	0.014522941
YOR234C	1.530304567
YOR236W	0.041664145
YOR237W	0.002756537
YOR238W	0.032934858
YOR239W	0.039483755
YOR241W	0.104169328
YOR242C	0.007626524
YOR243C	0.090050551
YOR244W	0.016174036
YOR245C	0.045831649
YOR246C	0.080220229
YOR247W	0.810308577
YOR249C	0.007062662
YOR250C	0.040862061
YOR251C	0.111924393
YOR252W	0.049641057
YOR253W	0.154397312
YOR254C	0.247182518
YOR255W	0.006183683
YOR256C	0.031334569
YOR257W	0.106058159
YOR258W	0.016236894
YOR259C	0.286248509
YOR260W	0.253133873
YOR261C	0.119992642
YOR262W	0.055813363
YOR264W	0.018829859
YOR265W	0.150678811
YOR266W	0.014742889
YOR267C	0.092560217
YOR268C	0.032888921
YOR269W	0.009457501
YOR270C	0.601333345
YOR271C	0.438518136
YOR272W	0.141204081
YOR273C	0.0206244
YOR274W	0.031891291
YOR275C	0.007737299
YOR276W	0.685724062
YOR278W	0.030472471
YOR279C	0.015461495
YOR280C	0.050861726
YOR281C	0.063583708
YOR283W	0.112873015
YOR284W	0.008962783
YOR285W	0.91121718
YOR286W	0.240659162
YOR287C	0.011066035
YOR288C	0.077483387
YOR289W	0.029091272
YOR290C	0.022097617
YOR291W	0.037621893
YOR292C	0.009383958
YOR293W	3.882041713
YOR294W	0.090016367
YOR295W	0.006222824
YOR296W	0.002292439
YOR297C	0.019525245
YOR298W	0.001949352
YOR299W	0.015901603
YOR301W	0.018319535
YOR302W	1.818407103
YOR303W	0.112651752
YOR304CA	0.060189106
YOR304W	0.012331123
YOR305W	0.02923275
YOR306C	0.034443746
YOR307C	0.017169768
YOR308C	0.005016114
YOR310C	0.730925674
YOR311C	0.07606305
YOR312C	2.386373355
YOR313C	0.001315119
YOR315W	0.016722324
YOR316C	0.063479981
YOR317W	0.130720669
YOR319W	0.019918344
YOR320C	0.038393156
YOR321W	0.032453235
YOR322C	0.018877519
YOR323C	0.325137234
YOR324C	0.003827327
YOR326W	0.096280511
YOR327C	0.252210494
YOR328W	0.005425032
YOR329C	0.016956775
YOR330C	0.005096056
YOR332W	0.682782776
YOR334W	0.003610228
YOR335C	0.45790685
YOR336W	0.022518123
YOR337W	0.00924721
YOR338W	0.010665274
YOR339C	0.002204495
YOR340C	0.173484668
YOR341W	0.070262079
YOR342C	0.057547858
YOR344C	0.026048613
YOR346W	0.011629186
YOR347C	0.027741653
YOR348C	0.013500882
YOR349W	0.002467395
YOR350C	0.002286435
YOR351C	0.001973493
YOR352W	0.013737994
YOR353C	0.009569955
YOR354C	0.019218504
YOR355W	0.046269837
YOR356W	0.070347695
YOR357C	0.056512416
YOR358W	0.007083274
YOR359W	0.030543929
YOR360C	0.057132776
YOR361C	0.39131872
YOR362C	0.432030679
YOR363C	0.007487604
YOR365C	0.001599012
YOR367W	0.032055396
YOR368W	0.004698475
YOR369C	1.737493978
YOR370C	0.092709942
YOR371C	0.003391905
YOR372C	0.007432664
YOR373W	0.010307293
YOR374W	0.173021455
YOR375C	0.739607014
YOR377W	0.013938363
YOR378W	0.000613057
YOR380W	0.011078131
YOR381W	0.000438457
YOR382W	0.259838366
YOR383C	0.4832246
YOR384W	0.000266385
YOR385W	0.022027226
YOR386W	0.004712567
YOR387C	0.00501008
YOR388C	0.002893802
YOR389W	0.010284407
YOR390W	0.005812535
YOR391C	0.012175309
YOR393W	0.012720567
YOR394W	0.022235605
YPL001W	0.023762034
YPL002C	0.016055446
YPL003W	0.009878235
YPL004C	0.339297283
YPL005W	0.010220048
YPL006W	0.013185331
YPL007C	0.028604644
YPL008W	0.007312681
YPL009C	0.044899536
YPL010W	0.207184718
YPL011C	0.040323663
YPL012W	0.109973156
YPL013C	0.226093349
YPL014W	0.004050623
YPL015C	0.011969894
YPL016W	0.003339886
YPL017C	0.002967383
YPL018W	0.006551118
YPL019C	0.192839673
YPL020C	0.015197132
YPL021W	0.00853473
YPL022W	0.008214477
YPL023C	0.093802077
YPL024W	0.033489204
YPL026C	0.014337291
YPL027W	0.010146987
YPL028W	0.960941099
YPL029W	0.006136595
YPL030W	0.085682943
YPL031C	0.112909098
YPL032C	0.069483251
YPL033C	0.005304742
YPL034W	0.024211894
YPL036W	0.015137338
YPL037C	2.800292662
YPL038W	0.051531071
YPL039W	0.0136903
YPL040C	0.004037955
YPL041C	0.007753374
YPL042C	0.007722743
YPL043W	0.146285655
YPL045W	0.003847451
YPL046C	0.041066401
YPL047W	0.036802731
YPL048W	0.27333813
YPL049C	0.044079059
YPL050C	0.206343734
YPL051W	0.032762536
YPL052W	0.019289532
YPL053C	0.221287055
YPL054W	0.019408905
YPL055C	0.029449672
YPL056C	0.065560431
YPL057C	0.034524531
YPL058C	0.024210129
YPL059W	0.093938359
YPL060W	0.00268926
YPL061W	1.075085099
YPL063W	0.124815831
YPL064C	0.028496489
YPL065W	0.023651678
YPL066W	0.00198288
YPL067C	0.027378739
YPL068C	0.017665037
YPL069C	0.012814345
YPL070W	0.012676134
YPL071C	0.013756746
YPL072W	0.004722404
YPL074W	0.007894905
YPL075W	0.003969978
YPL076W	0.01230008
YPL077C	0.002995406
YPL078C	0.219841412
YPL079W	14.51368742
YPL081W	0.259581875
YPL082C	0.008371273
YPL083C	0.007572407
YPL084W	0.020028277
YPL085W	0.018326289
YPL086C	0.11941165
YPL087W	0.200549974
YPL088W	0.010372316
YPL089C	0.026300411
YPL090C	2.146538228
YPL091W	0.362196503
YPL092W	0.037742584
YPL093W	0.242381536
YPL094C	0.20387143
YPL095C	0.015182713
YPL096W	0.047433931
YPL097W	0.037799168
YPL098C	0.291025566
YPL099C	0.026233521
YPL100W	0.040733851
YPL101W	0.042915855
YPL103C	0.018747758
YPL104W	0.010681667
YPL105C	0.032366998
YPL106C	0.686943133
YPL107W	0.012100604
YPL108W	0.017722079
YPL109C	0.004097672
YPL110C	0.014018433
YPL111W	0.33661716
YPL112C	0.043307342
YPL113C	0.008112727
YPL115C	0.012813431
YPL116W	0.009964879
YPL117C	0.332632625
YPL118W	0.073042817
YPL119C	0.002575
YPL120W	0.014931925
YPL121C	0.004372677
YPL122C	0.031064916
YPL123C	0.005977465
YPL124W	0.01218075
YPL125W	0.013404598
YPL126W	0.042517203
YPL127C	0.130930672
YPL128C	0.075843157
YPL129W	0.157399136
YPL130W	0.002684385
YPL131W	9.768755547
YPL132W	0.015417327
YPL133C	0.005230331
YPL134C	0.047616623
YPL135W	0.111579155
YPL137C	0.005362583
YPL138C	0.022556031
YPL139C	0.056893471
YPL140C	0.007003498
YPL141C	0.0028853
YPL143W	3.237867564
YPL144W	0.095216936
YPL145C	0.140057958
YPL146C	0.055645977
YPL147W	0.00299685
YPL148C	0.011810402
YPL149W	0.033238657
YPL150W	0.005373459
YPL151C	0.011405119
YPL152W	0.009126547
YPL153C	0.003889384
YPL154C	0.669510485
YPL155C	0.003253919
YPL156C	0.010086342
YPL157W	0.019469053
YPL158C	0.008798815
YPL159C	0.022663491
YPL160W	0.273036284
YPL161C	0.011417157
YPL162C	0.003480666
YPL163C	0.395222269
YPL164C	0.001241946
YPL165C	0.001257969
YPL166W	0.004125639
YPL167C	0.00794137
YPL168W	0.01926151
YPL169C	0.134237657
YPL170W	0.111371302
YPL171C	0.013842596
YPL172C	0.012010078
YPL173W	0.080754498
YPL174C	0.000672155
YPL175W	0.006619569
YPL176C	0.058440649
YPL177C	0.050175538
YPL178W	0.148949187
YPL179W	0.018347241
YPL180W	0.01200091
YPL181W	0.014706664
YPL183C	0.02672955
YPL184C	0.03396181
YPL186C	0.008521698
YPL187W	0.058621789
YPL188W	0.031735329
YPL189W	0.00396284
YPL190C	0.03243005
YPL191C	0.001750587
YPL192C	0.002417402
YPL193W	0.010377991
YPL194W	0.005120868
YPL195W	0.037923021
YPL196W	0.026462312
YPL198W	1.232543704
YPL199C	0.157568223
YPL200W	0.005867054
YPL201C	0.004302168
YPL202C	0.011955011
YPL203W	0.028792983
YPL204W	0.128932577
YPL206C	0.179047447
YPL207W	0.142136679
YPL208W	0.022626962
YPL209C	0.00518736
YPL210C	0.070341934
YPL211W	0.214372777
YPL212C	0.116169181
YPL213W	0.010999961
YPL214C	0.019042272
YPL215W	0.031676842
YPL216W	0.002183081
YPL217C	0.087014221
YPL218W	0.507852477
YPL219W	0.009405795
YPL220W	5.581482433
YPL221W	0.052475118
YPL222W	0.00456286
YPL223C	0.010701449
YPL224C	0.025393073
YPL225W	0.470304172
YPL226W	0.172566986
YPL227C	0.081141437
YPL228W	0.03246337
YPL229W	0.056713534
YPL230W	0.004207754
YPL231W	0.229892881
YPL232W	0.107442605
YPL233W	0.008053307
YPL234C	0.414824784
YPL235W	0.337992566
YPL236C	0.004301516
YPL237W	0.374950815
YPL239W	0.175347566
YPL240C	0.308647547
YPL241C	0.006555969
YPL242C	0.006135732
YPL243W	0.138451555
YPL244C	0.05666437
YPL245W	0.052458161
YPL246C	0.189515256
YPL247C	0.014686094
YPL248C	0.001258794
YPL249C	0.011900752
YPL250C	0.056166566
YPL252C	0.233100868
YPL253C	0.005706384
YPL254W	0.023953519
YPL255W	0.00499134
YPL256C	0.097658176
YPL257W	0.002120184
YPL258C	0.00241743
YPL259C	0.021435867
YPL260W	0.081562587
YPL262W	0.444310416
YPL263C	0.063601695
YPL264C	0.011854183
YPL265W	0.083994593
YPL266W	0.184396461
YPL267W	0.015796787
YPL268W	0.005639958
YPL269W	0.000597083
YPL270W	0.015263943
YPL271W	0.370838894
YPL272C	0.001552963
YPL273W	0.39498594
YPL274W	0.103398573
YPL277C	0.002870015
YPL278C	0.013816793
YPL279C	0.01125894
YPL280W	0.003965576
YPL281C	0.007876734
YPL282C	0.016961077
YPL283C	0.037006538
YPR001W	0.002770127
YPR002W	0.00416422
YPR003C	0.003362892
YPR004C	0.104117205
YPR005C	0.006278715
YPR006C	0.013464214
YPR007C	0.012076943
YPR008W	0.019186827
YPR009W	0.012863252
YPR010C	0.285813514
YPR011C	0.011400039
YPR013C	0.006807506
YPR015C	0.008365601
YPR016C	0.334230296
YPR017C	0.014845141
YPR018W	0.011637875
YPR019W	0.028544188
YPR020W	0.078832534
YPR021C	0.012017483
YPR022C	0.00571155
YPR023C	0.089127966
YPR024W	0.028630038
YPR025C	0.01153164
YPR026W	0.003478574
YPR027C	0.001577837
YPR028W	0.627603822
YPR029C	0.048972315
YPR030W	0.001742673
YPR031W	0.003401493
YPR032W	0.007796539
YPR033C	0.443744695
YPR034W	0.046542105
YPR035W	1.22092118
YPR036W	0.556635949
YPR037C	0.173456737
YPR040W	0.018024649
YPR041W	0.257889138
YPR042C	0.00665914
YPR043W	2.921806311
YPR045C	0.004656065
YPR046W	0.021567689
YPR047W	0.013749836
YPR048W	0.033626907
YPR049C	0.003079124
YPR051W	0.092936183
YPR052C	0.289800521
YPR054W	6.43638E-05
YPR055W	0.018513849
YPR056W	0.021584691
YPR057W	0.022006856
YPR058W	0.10813468
YPR060C	0.15275108
YPR061C	0.003825233
YPR062W	0.764026968
YPR063C	0.224885387
YPR065W	0.049311464
YPR066W	0.00746047
YPR067W	0.041353659
YPR068C	0.006260259
YPR069C	0.377416116
YPR070W	0.007058149
YPR071W	0.010952283
YPR072W	0.065182381
YPR073C	0.055796134
YPR074C	0.77053139
YPR075C	0.030102341
YPR078C	0.004386235
YPR079W	0.026733289
YPR080W	13.2671534
YPR081C	0.024930076
YPR082C	0.093584097
YPR083W	0.002510868
YPR084W	0.008177564
YPR085C	0.002804814
YPR086W	0.11783759
YPR088C	0.240533203
YPR089W	0.012512785
YPR091C	0.017986772
YPR093C	0.008129627
YPR094W	0.230733192
YPR095C	0.00200115
YPR097W	0.025793832
YPR098C	0.233084503
YPR100W	0.176322275
YPR101W	0.024075553
YPR102C	4.317997812
YPR103W	0.644590959
YPR104C	0.006606298
YPR105C	0.007635867
YPR106W	0.024626292
YPR107C	0.013035692
YPR108W	0.25747669
YPR109W	0.020034471
YPR110C	0.293042403
YPR111W	0.004582194
YPR112C	0.042061179
YPR113W	0.334986933
YPR114W	0.115759578
YPR115W	0.024866405
YPR116W	0.003457726
YPR117W	0.006563937
YPR118W	0.108974716
YPR119W	0.007519546
YPR120C	0.01966054
YPR121W	0.002969578
YPR122W	0.002104067
YPR124W	0.144723301
YPR125W	0.102738667
YPR127W	0.018315416
YPR128C	0.056392541
YPR129W	0.072064502
YPR131C	0.078623114
YPR132W	5.982753567
YPR133C	0.121990831
YPR134W	0.027160462
YPR135W	0.02524193
YPR137W	0.051671703
YPR138C	0.017634692
YPR139C	0.070027566
YPR140W	0.03062978
YPR141C	0.006459794
YPR143W	0.105303497
YPR144C	0.050933535
YPR145W	0.713364546
YPR147C	0.037102853
YPR148C	0.225869912
YPR149W	0.638307727
YPR151C	0.010716141
YPR152C	0.005209011
YPR153W	0.001010292
YPR154W	0.040722645
YPR155C	0.004852611
YPR156C	0.033764105
YPR157W	0.001859333
YPR158W	0.026200383
YPR159W	0.137431801
YPR160W	0.040617958
YPR161C	0.03897939
YPR162C	0.032369661
YPR163C	0.407242829
YPR164W	0.002838703
YPR165W	0.451623086
YPR166C	0.551413468
YPR167C	0.024622341
YPR168W	0.001489756
YPR169W	0.046314127
YPR171W	0.003066905
YPR172W	0.023151305
YPR173C	0.070966851
YPR174C	0.009184563
YPR175W	0.008347436
YPR176C	0.084196524
YPR178W	0.029518538
YPR179C	0.004211275
YPR180W	0.049894881
YPR181C	0.139692687
YPR182W	0.154258829
YPR183W	0.252797255
YPR184W	0.001431102
YPR185W	0.005846166
YPR186C	0.013016369
YPR187W	0.255942435
YPR188C	0.077970613
YPR189W	0.013432701
YPR190C	0.030649788
YPR191W	0.135621346
YPR192W	0.002523447
YPR193C	0.004655075
YPR194C	0.005154086
YPR196W	0.00134197
YPR198W	0.028110534
YPR199C	0.010338292
YPR200C	0.014079302
YPR201W	0.004621794
YPR202W	0.001384399
YPR203W	0.007026854
YPR204W	0.01779404
