ORF	 "Empirical phi from data in Beyer et al 2003"
YHR088W	0.142660992
YHR089C	1.014081513
YHR090C	0.011731234
YHR091C	0.016351805
YHR092C	0.132892006
YHR094C	0.385790212
YHR096C	0.006074099
YHR097C	0.030094695
YHR098C	0.046792332
YHR099W	0.001085331
YHR100C	0.039031955
YHR101C	0.029141881
YHR102W	0.013631166
YHR103W	0.014985824
YHR104W	0.072797711
YHR105W	0.004244178
YHR106W	0.055698192
YHR107C	0.132847211
YHR108W	0.064815763
YHR109W	0.002945115
YHR110W	0.05439959
YHR111W	0.054303209
YHR112C	0.075725343
YHR113W	0.082396426
YHR114W	0.036606773
YHR115C	0.037609812
YHR116W	0.027928417
YHR117W	0.035166097
YHR118C	0.006107722
YHR119W	0.010648482
YHR120W	0.00578263
YHR121W	0.128659946
YHR122W	0.048335079
YHR123W	0.05795348
YHR124W	0.001351391
YHR126C	0.00898695
YHR127W	0.07486764
YHR128W	0.439144234
YHR129C	0.005919481
YHR131C	0.006282033
YHR132C	0.394934553
YHR133C	0.299860828
YHR134W	0.006764106
YHR135C	0.119394799
YHR136C	0.089163366
YHR137W	0.070436433
YHR138C	0.125938228
YHR139C	0.006497951
YHR140W	0.00479749
YHR141C	1.362084414
YHR142W	0.087270002
YHR143W	0.451632049
YHR143WA	0.214017217
YHR144C	0.05345061
YHR146W	0.132639854
YHR147C	0.090648841
YHR148W	0.067817996
YHR149C	0.011175302
YHR150W	0.001424977
YHR151C	0.005779272
YHR152W	0.118093113
YHR153C	0.003974756
YHR154W	0.009197071
YHR155W	0.002501656
YHR156C	0.006398921
YHR157W	0.004868862
YHR158C	0.007194576
YHR159W	0.002710495
YHR160C	0.003880142
YHR161C	0.008031133
YHR162W	0.398632936
YHR163W	0.137275965
YHR164C	0.00262552
YHR165C	0.012470801
YHR166C	0.00627103
YHR167W	0.026026506
YHR168W	0.00847635
YHR169W	0.074378652
YHR170W	0.232826986
YHR171W	0.010490454
YHR172W	0.008623035
YHR174W	14.8331119
YHR175W	0.063057047
YHR176W	0.013652673
YHR177W	0.002592661
YHR178W	0.006621326
YHR179W	1.3924368
YHR181W	0.123514671
YHR182W	0.00973318
YHR183W	1.474954632
YHR184W	0.015648696
YHR185C	0.010019842
YHR186C	0.016131111
YHR187W	0.069408596
YHR188C	0.170832319
YHR189W	0.001365986
YHR190W	0.408468461
YHR191C	0.052889327
YHR192W	0.067725719
YHR193C	4.490080879
YHR194W	0.009969705
YHR195W	0.037612426
YHR196W	0.042390923
YHR197W	0.126789918
YHR198C	0.009162687
YHR199C	0.041419025
YHR200W	0.409094691
YHR201C	0.123753609
YHR202W	0.016185981
YHR203C	6.450534316
YHR204W	0.004752187
YHR205W	0.033391448
YHR206W	0.03891097
YHR207C	0.039352488
YHR208W	0.535397869
YHR209W	0.009455509
YHR210C	0.004123349
YHR211W	0.001531682
YHR213W	0.004063799
YHR214CB	0.101123953
YHR214W	0.005558147
YHR215W	0.327534124
YHR216W	0.117028461
YHR218W	0.01218574
YHR219W	0.03481799
YIL001W	0.014517803
YIL002C	0.00821719
YIL003W	0.009121843
YIL004C	0.060810293
YIL005W	0.022884828
YIL006W	0.003101685
YIL007C	0.020389803
YIL008W	0.266409929
YIL009CA	0.093910014
YIL009W	0.015929301
YIL010W	0.071071479
YIL011W	0.20223779
YIL013C	0.010968268
YIL014W	0.02255934
YIL015W	0.105888539
YIL016W	0.065288531
YIL018W	8.547468419
YIL019W	0.040865887
YIL020C	0.06890275
YIL021W	0.214451034
YIL022W	0.06937841
YIL023C	0.05812714
YIL024C	0.027142374
YIL026C	0.015721673
YIL027C	0.101901553
YIL029C	0.004078212
YIL030C	0.073578013
YIL031W	0.004521087
YIL033C	0.193165054
YIL034C	0.15388423
YIL035C	0.079977454
YIL036W	0.018203873
YIL037C	0.002280751
YIL038C	0.059552203
YIL039W	0.258770147
YIL040W	0.100787793
YIL041W	0.604362981
YIL042C	0.012921891
YIL043C	0.454138644
YIL044C	0.032575717
YIL045W	0.005803324
YIL046W	0.022917876
YIL047C	0.027470348
YIL048W	0.032194612
YIL049W	0.023023656
YIL050W	0.009778998
YIL051C	1.287201194
YIL052C	2.95909417
YIL053W	3.343024416
YIL055C	0.005532009
YIL056W	0.004764576
YIL057C	0.008311467
YIL060W	0.011079895
YIL061C	0.017193258
YIL062C	0.704967885
YIL063C	0.08919701
YIL064W	0.074700947
YIL065C	0.057626336
YIL066C	0.034246662
YIL067C	0.038972259
YIL068C	0.026007559
YIL069C	0.98708223
YIL070C	0.195427675
YIL071C	0.00178311
YIL072W	0.002950698
YIL073C	0.001217711
YIL074C	0.092349262
YIL075C	0.162709461
YIL076W	0.268350252
YIL077C	0.007108339
YIL078W	1.085570088
YIL079C	0.018979251
YIL082WA	0.003391683
YIL083C	0.1279435
YIL084C	0.00239705
YIL085C	0.045607567
YIL087C	0.026384978
YIL088C	0.104454969
YIL089W	0.005339982
YIL090W	0.027326442
YIL091C	0.028797442
YIL092W	0.00420712
YIL093C	0.030150376
YIL094C	0.261861925
YIL095W	0.006136323
YIL096C	0.035093033
YIL097W	0.005811853
YIL098C	0.080770536
YIL099W	0.002636645
YIL101C	0.008432606
YIL102C	0.008741164
YIL103W	0.065980464
YIL104C	0.092617831
YIL105C	0.008736768
YIL106W	0.04282648
YIL107C	0.014934499
YIL108W	0.045279573
YIL109C	0.151603686
YIL110W	0.041110559
YIL111W	0.052197885
YIL112W	0.012335048
YIL113W	0.005566454
YIL114C	0.051048107
YIL115C	0.019249812
YIL116W	0.099127915
YIL117C	0.037154991
YIL118W	0.087126373
YIL119C	0.005614833
YIL120W	0.000936537
YIL121W	0.006862436
YIL122W	0.003743369
YIL123W	0.414322447
YIL124W	0.194960457
YIL125W	0.039965195
YIL126W	0.013856882
YIL127C	0.123557742
YIL128W	0.045564763
YIL129C	0.03016776
YIL130W	0.01261323
YIL131C	0.042749725
YIL132C	0.004223196
YIL133C	2.439331582
YIL134W	0.003858642
YIL135C	0.030018686
YIL136W	0.020031653
YIL137C	0.02185845
YIL138C	0.042341146
YIL139C	0.002674198
YIL140W	0.033277256
YIL142W	0.429399078
YIL143C	0.038952611
YIL144W	0.005659548
YIL145C	0.079343788
YIL146C	0.005620389
YIL147C	0.016235789
YIL148W	1.287043797
YIL149C	0.01290193
YIL150C	0.007675106
YIL151C	0.005218577
YIL152W	0.073856114
YIL153W	0.008216335
YIL154C	0.161725781
YIL155C	0.01610745
YIL156W	0.008188359
YIL157C	0.157944952
YIL158W	0.225594941
YIL159W	0.002313201
YIL160C	0.002320743
YIL161W	0.029341732
YIL162W	0.02724692
YIL164C	0.002121904
YIL165C	0.096623109
YIL166C	0.00175607
YIL169C	0.003900445
YIL172C	0.001180881
YIL173W	0.002470032
YIL176C	0.04982538
YIR001C	0.017713341
YIR002C	0.014741667
YIR003W	0.041762277
YIR004W	0.075667554
YIR005W	0.024584738
YIR006C	0.043503313
YIR007W	0.01609981
YIR008C	0.054889164
YIR009W	0.010997643
YIR010W	0.015585169
YIR011C	0.1926437
YIR012W	0.355195963
YIR013C	0.226572299
YIR014W	0.009388685
YIR015W	0.00269851
YIR016W	0.04697304
YIR017C	0.008570711
YIR018W	0.003037096
YIR019C	0.004832004
YIR021W	0.022191601
YIR022W	0.212374363
YIR023W	0.008995895
YIR024C	0.023556689
YIR025W	0.012787803
YIR026C	0.188462962
YIR027C	0.001577263
YIR028W	0.008498772
YIR029W	0.020657905
YIR030C	0.0104881
YIR031C	0.000762634
YIR032C	0.010045114
YIR033W	0.007878094
YIR034C	0.132554838
YIR035C	0.202183667
YIR036C	0.08792979
YIR037W	0.52057436
YIR038C	0.138503554
YIR039C	0.002407817
YIR041W	0.022039428
YIR042C	0.001184994
YJL001W	0.28777209
YJL002C	0.510679544
YJL003W	0.02580757
YJL004C	0.049416968
YJL005W	0.004851151
YJL006C	0.04922101
YJL008C	0.297443664
YJL010C	0.044396222
YJL011C	0.122452165
YJL012C	0.333236648
YJL013C	0.006953053
YJL014W	0.301570454
YJL016W	0.040232688
YJL019W	0.005466107
YJL020C	0.016342816
YJL023C	0.006428052
YJL024C	0.011529463
YJL025W	0.005659399
YJL026W	0.44663744
YJL027C	0.049849274
YJL029C	0.013877759
YJL030W	0.053552499
YJL031C	0.02019577
YJL033W	0.035400462
YJL034W	0.982669917
YJL035C	0.026744935
YJL036W	0.021710321
YJL037W	0.033565183
YJL038C	0.004479902
YJL039C	0.002300821
YJL041W	0.076756002
YJL042W	0.060312284
YJL043W	0.004510898
YJL044C	0.007912265
YJL045W	0.006087165
YJL046W	0.007304336
YJL047C	0.004189525
YJL048C	0.031882308
YJL049W	0.017523055
YJL050W	0.045630931
YJL051W	0.003720056
YJL052W	0.626863857
YJL053W	0.06462549
YJL054W	0.023109697
YJL055W	0.41298121
YJL056C	0.002041004
YJL057C	0.011020284
YJL058C	0.008431203
YJL059W	0.023192722
YJL060W	0.020374088
YJL061W	0.038876866
YJL062W	0.037156585
YJL063C	0.134982246
YJL065C	0.100803645
YJL066C	0.016916904
YJL068C	0.103178466
YJL069C	0.083403915
YJL070C	0.004867162
YJL071W	0.013722518
YJL072C	0.042035529
YJL073W	0.00797389
YJL074C	0.006101994
YJL076W	0.006629443
YJL077C	0.011994956
YJL078C	0.034682051
YJL079C	0.132301174
YJL080C	0.261814923
YJL081C	0.037901419
YJL082W	0.026186108
YJL083W	0.004156679
YJL084C	0.015237123
YJL085W	0.002460614
YJL087C	0.009571545
YJL088W	0.015220892
YJL089W	0.001982921
YJL090C	0.004470461
YJL091C	0.038783985
YJL092W	0.005612735
YJL093C	0.007064495
YJL094C	0.004247509
YJL095W	0.003056077
YJL096W	0.090641485
YJL097W	0.242236488
YJL098W	0.047499448
YJL099W	0.009878691
YJL100W	0.011174672
YJL101C	0.027287061
YJL102W	0.011378819
YJL103C	0.001136202
YJL104W	0.041269183
YJL105W	0.001078513
YJL106W	0.000977845
YJL107C	0.00594876
YJL108C	0.023476085
YJL109C	0.047681579
YJL110C	0.005243798
YJL111W	0.148256185
YJL112W	0.009133126
YJL115W	0.071961692
YJL116C	0.018502852
YJL117W	0.253179083
YJL118W	0.005937435
YJL121C	0.234387266
YJL122W	0.185777481
YJL123C	0.170578312
YJL124C	0.066939568
YJL125C	0.098470994
YJL126W	0.064953187
YJL127C	0.002164882
YJL128C	0.040442126
YJL129C	0.026128198
YJL130C	0.263098627
YJL131C	0.006699137
YJL132W	0.00187188
YJL133W	0.044854216
YJL134W	0.104725361
YJL136C	4.972321356
YJL137C	0.007646619
YJL138C	1.28110706
YJL139C	0.013666451
YJL140W	0.09593419
YJL141C	0.009122311
YJL143W	0.235639496
YJL144W	0.016067457
YJL145W	0.126723337
YJL146W	0.004694017
YJL147C	0.002577787
YJL148W	0.212974358
YJL149W	0.013088138
YJL151C	0.47859879
YJL153C	0.003493857
YJL154C	0.023443699
YJL155C	0.022397772
YJL156C	0.010344624
YJL157C	0.140583268
YJL158C	3.735845867
YJL159W	1.097185455
YJL160C	0.010503463
YJL161W	0.005544961
YJL162C	0.0036563
YJL163C	0.007253948
YJL164C	0.023766969
YJL165C	0.009806418
YJL166W	0.401392301
YJL167W	0.75343807
YJL168C	0.007233918
YJL170C	0.024293315
YJL171C	0.143267624
YJL172W	0.093864182
YJL173C	0.392728991
YJL174W	0.360202893
YJL176C	0.008721738
YJL177W	4.664791194
YJL178C	0.133954803
YJL179W	0.043919168
YJL180C	0.04276083
YJL181W	0.008784727
YJL183W	0.095655006
YJL184W	0.09520262
YJL185C	0.0044278
YJL186W	0.11870516
YJL187C	0.004780948
YJL189W	6.171721828
YJL190C	5.445855855
YJL191W	0.578950461
YJL192C	0.100437313
YJL193W	0.007769409
YJL194W	0.0031178
YJL196C	0.52971059
YJL197W	0.015390974
YJL198W	0.128028508
YJL200C	0.049831992
YJL201W	0.004063188
YJL203W	0.016756102
YJL204C	0.012911304
YJL206C	0.007299557
YJL207C	0.004842228
YJL208C	0.033197943
YJL209W	0.017846584
YJL210W	0.036582259
YJL212C	0.070056562
YJL213W	0.03165228
YJL214W	0.005023331
YJL216C	0.000495442
YJL217W	0.225198571
YJL218W	0.031123037
YJL219W	0.000429699
YJL221C	0.001069108
YJL222W	0.006156747
YJL223C	0.044929775
YJL225C	0.009111819
YJR001W	0.05426152
YJR002W	0.070476586
YJR003C	0.020050229
YJR004C	0.009419429
YJR005W	0.008827353
YJR006W	0.017739652
YJR007W	0.266441601
YJR008W	0.0043133
YJR009C	11.03418407
YJR010CA	0.024871569
YJR010W	0.010874268
YJR011C	0.004216784
YJR012C	0.029882744
YJR013W	0.051760543
YJR014W	0.133111233
YJR015W	0.238182783
YJR016C	0.271307875
YJR017C	0.104819237
YJR019C	0.012753811
YJR021C	0.005077636
YJR022W	0.057751713
YJR024C	0.155256499
YJR025C	0.294130226
YJR026W	0.202909027
YJR027W	0.07513518
YJR028W	0.214345866
YJR029W	0.074824262
YJR030C	0.009787741
YJR031C	0.020791868
YJR032W	0.051428822
YJR033C	0.00566195
YJR034W	0.037321077
YJR035W	0.001708686
YJR036C	0.001856793
YJR039W	0.002120496
YJR040W	0.032445915
YJR041C	0.018780652
YJR042W	0.047240498
YJR043C	0.047968828
YJR044C	0.16387296
YJR045C	0.311895196
YJR046W	0.015409931
YJR047C	0.045397049
YJR048W	0.318611994
YJR049C	0.045331849
YJR050W	0.023033507
YJR051W	0.022445953
YJR052W	0.008099536
YJR053W	0.00247302
YJR054W	0.01241725
YJR055W	0.004466437
YJR056C	0.015409214
YJR057W	0.050892603
YJR058C	0.119479427
YJR059W	0.044960808
YJR060W	0.071624525
YJR061W	0.001771824
YJR062C	0.01208715
YJR063W	0.134046095
YJR064W	0.457507119
YJR065C	0.179137939
YJR066W	0.002807681
YJR067C	0.049508235
YJR068W	0.065306031
YJR069C	0.134821704
YJR070C	0.472341278
YJR072C	0.262997443
YJR073C	0.131503675
YJR074W	0.081590011
YJR075W	0.106224357
YJR076C	0.082360151
YJR077C	0.765207535
YJR078W	0.014701928
YJR079W	0.003365625
YJR080C	0.041670748
YJR082C	0.033153298
YJR083C	0.021630576
YJR084W	0.050462788
YJR085C	0.559039354
YJR086W	0.131141198
YJR088C	0.054215788
YJR089W	0.006586663
YJR090C	0.009074858
YJR091C	0.012814211
YJR092W	0.01061927
YJR093C	0.020088204
YJR094C	0.002823989
YJR094WA	3.821325042
YJR095W	0.006510003
YJR096W	0.039914919
YJR097W	0.009728032
YJR098C	0.002766923
YJR099W	0.040409471
YJR100C	0.037662332
YJR101W	0.071932973
YJR102C	0.010375972
YJR103W	0.045640321
YJR104C	2.224400111
YJR105W	1.113096968
YJR106W	0.001551422
YJR107W	0.028184555
YJR108W	0.00238644
YJR109C	0.054258643
YJR110W	0.002563132
YJR111C	0.038381167
YJR112W	0.042693386
YJR113C	0.117531676
YJR115W	0.013627326
YJR116W	0.04686039
YJR117W	0.248410279
YJR118C	0.039104732
YJR119C	0.002465648
YJR120W	0.023250891
YJR121W	0.28948535
YJR122W	0.012145636
YJR123W	5.253347201
YJR124C	0.036943447
YJR125C	0.094567981
YJR126C	0.029499298
YJR127C	0.007654283
YJR129C	0.002384344
YJR130C	0.017399278
YJR131W	0.030351748
YJR132W	0.007440216
YJR133W	0.209870639
YJR134C	0.016665922
YJR135C	0.001410103
YJR136C	0.011863634
YJR137C	0.00202376
YJR138W	0.011082922
YJR139C	0.597707914
YJR140C	0.005965425
YJR141W	0.016834223
YJR142W	0.040518623
YJR143C	0.35074534
YJR144W	0.107041308
YJR145C	3.48034344
YJR147W	0.007534139
YJR148W	0.425611815
YJR149W	0.015060067
YJR150C	0.025153327
YJR151C	0.016029878
YJR152W	0.001187186
YJR153W	0.000610217
YJR154W	0.001421558
YJR155W	0.002897303
YJR156C	0.004287725
YJR158W	0.000842774
YJR159W	0.02158852
YJR160C	0.002436932
YJR161C	0.082041117
YKL001C	0.060726183
YKL002W	0.122170211
YKL003C	0.152282153
YKL004W	0.08435906
YKL005C	0.006730332
YKL006CA	0.092644657
YKL006W	3.756012975
YKL007W	0.103289443
YKL008C	0.143875554
YKL009W	0.549766253
YKL010C	0.023447424
YKL011C	0.008900569
YKL012W	0.032122822
YKL013C	0.073631916
YKL014C	0.013570484
YKL015W	0.005046338
YKL016C	0.210814385
YKL017C	0.008884654
YKL018W	0.026154805
YKL019W	0.060993741
YKL020C	0.005771983
YKL021C	0.093479995
YKL022C	0.014726937
YKL023W	0.012602536
YKL024C	0.220724841
YKL025C	0.017557612
YKL026C	0.033710026
YKL027W	0.048706039
YKL028W	0.144528777
YKL029C	0.216191621
YKL032C	0.068225257
YKL033W	0.010135845
YKL034W	0.042458264
YKL035W	0.481788496
YKL037W	0.04712189
YKL038W	0.003635488
YKL039W	0.133655076
YKL040C	0.050905371
YKL041W	0.04391468
YKL042W	0.013094737
YKL043W	0.017360665
YKL045W	0.049620632
YKL046C	0.278707012
YKL047W	0.004772877
YKL048C	0.001025618
YKL049C	0.02825575
YKL050C	0.002005799
YKL051W	0.009133771
YKL052C	0.011668594
YKL054C	0.498500891
YKL055C	0.003761104
YKL056C	4.482993902
YKL057C	0.014000783
YKL058W	0.112033401
YKL059C	0.070156148
YKL060C	21.11884916
YKL061W	0.007820702
YKL062W	0.029296319
YKL063C	0.082920714
YKL064W	0.00800409
YKL065C	0.277288594
YKL067W	0.168576734
YKL068W	0.042343975
YKL069W	0.05668314
YKL070W	0.001638277
YKL071W	0.002035271
YKL072W	0.008267561
YKL073W	0.029470358
YKL074C	0.048994477
YKL075C	0.007234755
YKL077W	0.251411991
YKL078W	0.026290532
YKL079W	0.012885674
YKL080W	0.288456576
YKL081W	0.486232464
YKL082C	0.085557148
YKL084W	0.160540237
YKL085W	0.219883131
YKL086W	0.012239083
YKL087C	0.043586413
YKL088W	0.03729992
YKL089W	0.013667238
YKL090W	0.002294112
YKL091C	0.030121348
YKL092C	0.003229536
YKL093W	0.002066843
YKL094W	0.226890462
YKL095W	0.004141509
YKL096W	0.708866279
YKL098W	0.014773001
YKL099C	0.132019072
YKL100C	0.057119038
YKL101W	0.015902962
YKL103C	0.030299604
YKL104C	0.136859756
YKL105C	0.010262782
YKL106W	0.029619788
YKL107W	0.002194728
YKL108W	0.008739684
YKL109W	0.011908358
YKL110C	0.07548175
YKL112W	0.071178447
YKL113C	0.120532395
YKL114C	0.083772226
YKL116C	0.008705658
YKL117W	0.791823711
YKL119C	0.0626285
YKL120W	0.421915183
YKL121W	0.014650564
YKL122C	0.407641492
YKL124W	0.007090688
YKL125W	0.056043315
YKL126W	0.078648884
YKL127W	0.236865746
YKL128C	0.147508218
YKL129C	0.004405871
YKL130C	0.028518151
YKL132C	0.006211283
YKL133C	0.009215291
YKL134C	0.002759841
YKL135C	0.070664257
YKL137W	0.076420476
YKL138C	0.081407917
YKL139W	0.008512577
YKL140W	0.079661036
YKL141W	0.115129526
YKL142W	0.20901329
YKL143W	0.010343281
YKL144C	0.074092641
YKL145W	0.506632089
YKL146W	0.087474546
YKL148C	0.06066446
YKL149C	0.024310802
YKL150W	0.221009691
YKL151C	0.088500333
YKL152C	4.328178036
YKL154W	0.063493274
YKL155C	0.005125986
YKL156W	1.631771022
YKL157W	0.232665533
YKL159C	0.041099254
YKL160W	0.345494297
YKL161C	0.002625153
YKL162C	0.003769341
YKL163W	0.201918857
YKL164C	1.320378678
YKL165C	0.095681177
YKL166C	0.023448448
YKL167C	0.131616158
YKL168C	0.00758847
YKL170W	0.141394994
YKL171W	0.000887685
YKL172W	0.292065803
YKL173W	0.029935549
YKL174C	0.092788801
YKL175W	0.204452844
YKL176C	0.005770426
YKL178C	0.008923734
YKL179C	0.02600351
YKL180W	6.007361119
YKL181W	0.473395209
YKL182W	0.29713842
YKL183W	0.044631956
YKL184W	0.06428348
YKL185W	0.036034062
YKL186C	0.189641272
YKL187C	0.000886538
YKL188C	0.001428694
YKL189W	0.017368524
YKL190W	0.174123616
YKL191W	0.181706153
YKL192C	0.60025876
YKL193C	0.054759807
YKL194C	0.007038903
YKL195W	0.070221136
YKL196C	0.295238904
YKL197C	0.007303812
YKL198C	0.004346595
YKL201C	0.001968634
YKL203C	0.003993433
YKL204W	0.06555895
YKL205W	0.027065457
YKL206C	0.044311853
YKL207W	0.115635757
YKL208W	0.026454932
YKL209C	0.035329729
YKL210W	0.314531306
YKL211C	0.239043765
YKL212W	0.08503384
YKL213C	0.088883671
YKL214C	0.099008591
YKL215C	0.014190546
YKL216W	0.727468449
YKL217W	0.006326259
YKL218C	0.022686832
YKL219W	0.018136653
YKL220C	0.000783713
YKL221W	0.004049086
YKL222C	0.001161004
YKL224C	0.060312761
YKR001C	0.099421822
YKR002W	0.087329493
YKR003W	0.043967041
YKR004C	0.006569153
YKR005C	0.005295844
YKR006C	0.131816193
YKR007W	0.087030052
YKR008W	0.014437235
YKR009C	0.001726271
YKR010C	0.009447626
YKR011C	0.01463361
YKR013W	0.658373208
YKR014C	0.127312048
YKR015C	0.001142152
YKR016W	0.047746483
YKR017C	0.003030655
YKR018C	0.149097953
YKR019C	0.005051067
YKR020W	0.008156375
YKR021W	0.01238159
YKR022C	0.005333263
YKR023W	0.009199789
YKR024C	0.026583947
YKR025W	0.112133373
YKR026C	0.127695995
YKR027W	0.004027384
YKR028W	0.034409207
YKR029C	0.010452245
YKR030W	0.054807413
YKR031C	0.009654921
YKR034W	0.003697341
YKR036C	0.015723025
YKR037C	0.024643499
YKR038C	0.078797712
YKR039W	0.112911094
YKR041W	0.003715203
YKR042W	4.345675958
YKR043C	0.453912078
YKR044W	0.006784083
YKR045C	0.002371111
YKR046C	0.073207548
YKR048C	0.483140027
YKR049C	0.086950768
YKR050W	0.001105014
YKR051W	0.004802802
YKR052C	0.029824181
YKR053C	0.008609638
YKR054C	0.002698866
YKR055W	0.017934278
YKR056W	0.105484804
YKR057W	4.287327053
YKR058W	0.005100499
YKR059W	1.771304601
YKR060W	0.073070491
YKR061W	0.011750533
YKR062W	0.061973996
YKR063C	0.015065136
YKR064W	0.00821391
YKR065C	0.204502221
YKR066C	0.275643245
YKR067W	0.032634049
YKR068C	0.125754811
YKR069W	0.009488345
YKR070W	0.08049133
YKR071C	0.142705339
YKR072C	0.023515573
YKR074W	0.293504367
YKR075C	0.030385174
YKR076W	0.022480278
YKR077W	0.019772802
YKR078W	0.005700343
YKR079C	0.020638936
YKR080W	0.101327115
YKR081C	0.432571163
YKR082W	0.031673069
YKR083C	0.025190523
YKR084C	0.063761855
YKR085C	0.067448887
YKR086W	0.004056305
YKR087C	0.025392883
YKR088C	0.032073719
YKR089C	0.037923698
YKR090W	0.006695432
YKR091W	0.018393969
YKR092C	0.083314343
YKR093W	0.161788129
YKR094C	2.617679466
YKR095W	0.013476474
YKR096W	0.017988544
YKR097W	0.002634373
YKR098C	0.002748122
YKR099W	0.013233321
YKR100C	0.032604205
YKR101W	0.004166955
YKR102W	0.003476693
YKR103W	0.000675768
YKR104W	0.003018709
YKR105C	0.008289713
YKR106W	0.009907029
YLL001W	0.02502691
YLL002W	0.01936787
YLL003W	0.004734026
YLL004W	0.01828705
YLL005C	0.001555081
YLL006W	0.007511991
YLL007C	0.009519173
YLL008W	0.111698044
YLL009C	0.209612509
YLL010C	0.017725087
YLL011W	0.054469083
YLL012W	0.065729414
YLL013C	0.002610314
YLL014W	0.21931866
YLL015W	0.014188248
YLL018C	0.567723194
YLL019C	0.003703199
YLL021W	0.01430725
YLL022C	0.106268139
YLL023C	0.277056747
YLL024C	4.761216498
YLL025W	0.450966335
YLL026W	0.323173188
YLL027W	0.100533738
YLL028W	0.089807262
YLL029W	0.060095052
YLL031C	0.08013193
YLL032C	0.004970023
YLL033W	0.001564143
YLL034C	0.114697988
YLL035W	0.0124408
YLL036C	0.061040726
YLL038C	0.005732394
YLL039C	0.254199594
YLL040C	0.009694101
YLL041C	0.04570993
YLL042C	0.035676113
YLL043W	0.039271802
YLL045C	1.343110924
YLL046C	0.007339112
YLL048C	0.090298328
YLL049W	0.035034685
YLL050C	1.60535507
YLL051C	0.015794428
YLL052C	0.019700279
YLL053C	0.058802715
YLL054C	0.003325096
YLL055W	0.001968276
YLL056C	0.003046433
YLL057C	0.002276584
YLL058W	0.031924884
YLL060C	0.028130453
YLL061W	0.019337946
YLL062C	0.017346066
YLL063C	0.006056956
YLL064C	0.175525699
YLL066C	0.023905602
YLL067C	0.041077229
YLR001C	0.022542576
YLR002C	0.056337392
YLR003C	0.049744824
YLR004C	0.002555434
YLR005W	0.058614962
YLR006C	0.005589151
YLR007W	0.0156011
YLR008C	0.064763609
YLR009W	0.232381796
YLR010C	0.009660513
YLR011W	0.026234444
YLR012C	0.00702927
YLR013W	0.009390708
YLR014C	0.002692803
YLR015W	0.017693813
YLR016C	0.069440116
YLR017W	0.297601699
YLR018C	0.051687758
YLR019W	0.01939343
YLR020C	0.024577703
YLR021W	0.028711188
YLR022C	0.074869226
YLR023C	0.034814038
YLR024C	0.001799811
YLR025W	0.094670456
YLR026C	0.036956979
YLR027C	0.507867461
YLR028C	0.169486492
YLR029C	2.909766302
YLR030W	0.001813282
YLR031W	0.003516274
YLR032W	0.015714249
YLR033W	0.021289971
YLR034C	0.213195454
YLR035C	0.002808133
YLR036C	0.011915211
YLR037C	0.137608924
YLR038C	0.204995511
YLR039C	0.011800033
YLR040C	0.059018908
YLR042C	0.041699036
YLR043C	0.472687774
YLR044C	16.94244104
YLR045C	0.009529303
YLR046C	0.032294944
YLR047C	0.001829364
YLR048W	1.466372175
YLR049C	0.031512971
YLR050C	0.128886212
YLR051C	0.079226713
YLR052W	0.023626679
YLR053C	0.013278776
YLR054C	0.004178173
YLR055C	0.028658137
YLR056W	1.604344969
YLR057W	0.010184544
YLR058C	1.008117866
YLR059C	0.062429458
YLR060W	0.779674971
YLR061W	6.778225233
YLR063W	0.011484461
YLR064W	0.128892646
YLR065C	0.473377991
YLR066W	0.092359417
YLR067C	0.001361226
YLR068W	0.065311943
YLR069C	0.069182024
YLR070C	0.008945368
YLR071C	0.008230889
YLR072W	0.025651927
YLR073C	0.018039074
YLR074C	0.270535652
YLR075W	7.588897718
YLR077W	0.012441349
YLR078C	0.096040439
YLR079W	0.094130801
YLR080W	0.007599458
YLR081W	0.034770007
YLR082C	0.019818871
YLR083C	0.222195837
YLR084C	0.018999631
YLR085C	0.061923167
YLR086W	0.002904612
YLR087C	0.002327602
YLR088W	0.090330309
YLR089C	0.118698128
YLR090W	0.045641751
YLR091W	0.008516853
YLR092W	0.001490596
YLR093C	0.04101569
YLR094C	0.009615973
YLR095C	0.023353504
YLR096W	0.0132463
YLR097C	0.00304394
YLR098C	0.005721989
YLR099C	0.076534508
YLR100W	0.352594338
YLR102C	0.017614394
YLR103C	0.023512752
YLR104W	0.105625926
YLR105C	0.026981567
YLR106C	0.012438729
YLR107W	0.0142923
YLR108C	0.009272868
YLR109W	3.610304361
YLR110C	9.366403227
YLR113W	0.189825363
YLR114C	0.015307385
YLR115W	0.012918156
YLR116W	0.008987019
YLR117C	0.005791001
YLR118C	0.065295761
YLR119W	0.102667282
YLR120C	0.119068258
YLR121C	0.026305653
YLR125W	0.002350608
YLR126C	0.043936282
YLR127C	0.001028982
YLR128W	0.013147428
YLR129W	0.063651529
YLR130C	0.038402444
YLR131C	0.005078912
YLR132C	0.01931956
YLR133W	0.039148461
YLR134W	0.169246286
YLR135W	0.005246279
YLR136C	0.004791747
YLR137W	0.016483739
YLR138W	0.038598171
YLR139C	0.005874294
YLR141W	0.006023224
YLR142W	0.010351545
YLR143W	0.032313008
YLR144C	0.012836078
YLR145W	0.076718398
YLR146C	0.065013825
YLR147C	0.188450991
YLR148W	0.004349875
YLR149C	0.004175894
YLR150W	2.061551177
YLR151C	0.016440741
YLR152C	0.004923323
