ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YBR071W	0.1205	1	nan	16423331935.131	16423331935.131	0.000	0	0	
YFR024CA	0.6673	1	nan	33154948836145098752.000	33154948836145098752.000	0.000	0	0	
YHR122W	0.1994	1	nan	109165501573.257	109165501573.257	0.000	0	0	
YLR430W	0.06623	1	nan	172959548780876810967754164978354366570348464202798723359331607521070801203517416096401457152.000	172959548780876810967754164978354366570348464202798723359331607521070801203517416096401457152.000	0.000	0	0	
YPL037C	11.55	1	nan	52443411.551	52443411.551	0.000	0	0	
YDR151C	0.1064	1	nan	951099362384354.375	951099362384354.375	0.000	0	0	
YKL059C	0.2894	1	nan	38478927662829436928.000	38478927662829436928.000	0.000	0	0	
YFR025C	0.1032	1	nan	2022121877075780.250	2022121877075780.250	0.000	0	0	
YHR123W	0.239	1	nan	249422212654756832.000	249422212654756832.000	0.000	0	0	
YBR072W	0.1227	1	nan	12514066733.628	12514066733.628	0.000	0	0	
YPL038W	0.2126	1	nan	773476354.121	773476354.121	0.000	0	0	
YLR431C	0.02425	1	nan	170556183918421049344.000	170556183918421049344.000	0.000	0	0	
YKL060C	87.11	1	nan	2290119803164249.500	2290119803164249.500	0.000	0	0	
YDR152W	0.472	1	nan	2466180406146.855	2466180406146.855	0.000	0	0	
YFR026C	0.04067	1	nan	394241390.037	394241390.037	0.000	0	0	
YHR124W	0.005574	1	nan	2659824772040442405814534144.000	2659824772040442405814534144.000	0.000	0	0	
YPL039W	0.05647	1	nan	364292195538066.000	364292195538066.000	0.000	0	0	
YNL257C	0.02412	1	nan	9579697568092563288065995671409336619466597666390016.000	9579697568092563288065995671409336619466597666390016.000	0.000	0	0	
YBR073W	0.4578	1	nan	1702904281249169685340986065133842202624.000	1702904281249169685340986065133842202624.000	0.000	0	0	
YKL061W	0.03226	1	nan	2124813.227	2124813.227	0.000	0	0	
YHR126C	0.03707	1	nan	92328355.749	92328355.749	0.000	0	0	
YLR432W	1.446	1	nan	6412222940661938126848.000	6412222940661938126848.000	0.000	0	0	
YDR153C	0.28	1	nan	2615174376231705600.000	2615174376231705600.000	0.000	0	0	
YFR027W	0.0214	1	nan	12835372484381.930	12835372484381.930	0.000	0	0	
YNL258C	0.06662	1	nan	312710231995706903309989921685504.000	312710231995706903309989921685504.000	0.000	0	0	
YHR127W	0.3088	1	nan	314548686860.934	314548686860.934	0.000	0	0	
YBR074W	0.01723	1	nan	258742915484705281100137813980556226985984.000	258742915484705281100137813980556226985984.000	0.000	0	0	
YKL062W	0.1208	1	nan	2019432843578676145167532032.000	2019432843578676145167532032.000	0.000	0	0	
YLR433C	0.0849	1	nan	1281330231209854440046592.000	1281330231209854440046592.000	0.000	0	0	
YPL040C	0.01666	1	nan	3747902233304353054965381264047158276915200.000	3747902233304353054965381264047158276915200.000	0.000	0	0	
YDR155C	11.97	1	nan	65021557.137	65021557.137	0.000	0	0	
YNL259C	1.362	1	nan	35675.330	35675.330	0.000	0	0	
YFR028C	0.278	1	nan	1057003515093021943136256.000	1057003515093021943136256.000	0.000	0	0	
YHR128W	1.811	1	nan	12353583678.033	12353583678.033	0.000	0	0	
YKL063C	0.342	1	nan	254785655.700	254785655.700	0.000	0	0	
YLR435W	0.4161	1	nan	8247215948.788	8247215948.788	0.000	0	0	
YPL041C	0.03198	1	nan	15125025565.096	15125025565.096	0.000	0	0	
YBR076W	0.009762	1	nan	3516326280310564.000	3516326280310564.000	0.000	0	0	
YDR156W	0.9529	1	nan	11942296.421	11942296.421	0.000	0	0	
YNL260C	0.02467	1	nan	5436463219.960	5436463219.960	0.000	0	0	
YBR077C	0.1352	1	nan	157418189.548	157418189.548	0.000	0	0	
YDR158W	1.85	1	nan	6108277049662856.000	6108277049662856.000	0.000	0	0	
YFR029W	0.03423	1	nan	220993760976727038388804255744.000	220993760976727038388804255744.000	0.000	0	0	
YHR129C	0.02442	1	nan	188427247545195904.000	188427247545195904.000	0.000	0	0	
YKL064W	0.03301	1	nan	121558778146085609126511862086521835225088.000	121558778146085609126511862086521835225088.000	0.000	0	0	
YPL042C	0.03185	1	nan	2178292586029974414163968.000	2178292586029974414163968.000	0.000	0	0	
YNL261W	0.05809	1	nan	1314490205123264118784.000	1314490205123264118784.000	0.000	0	0	
YLR436C	0.02115	1	nan	704410536871738698743059192401183949295962177971159040.000	704410536871738698743059192401183949295962177971159040.000	0.000	0	0	
YBR078W	2.237	1	nan	28841728721163419648.000	28841728721163419648.000	0.000	0	0	
YKL065C	1.144	1	nan	8343170796.271	8343170796.271	0.000	0	0	
YFR030W	0.09302	1	nan	4146206352439825228124591216231236327440384.000	4146206352439825228124591216231236327440384.000	0.000	0	0	
YKL067W	0.6953	1	nan	47344773.114	47344773.114	0.000	0	0	
YDR159W	0.02117	1	nan	9821245281467197432597294725996698793374280503592484864.000	9821245281467197432597294725996698793374280503592484864.000	0.000	0	0	
YPL043W	0.6034	1	nan	160830912173290243778594996224.000	160830912173290243778594996224.000	0.000	0	0	
YHR131C	0.02591	1	nan	3143872963216923177683907309348061184.000	3143872963216923177683907309348061184.000	0.000	0	0	
YLR437C	0.3595	1	nan	14183138.073	14183138.073	0.000	0	0	
YBR079C	1.011	1	nan	7103140166760587601019210109132302450688.000	7103140166760587601019210109132302450688.000	0.000	0	0	
YHR132C	1.629	1	nan	12514262180724948992.000	12514262180724948992.000	0.000	0	0	
YPL045W	0.01587	1	nan	17303764711408893495178582162407424.000	17303764711408893495178582162407424.000	0.000	0	0	
YFR031C	0.08809	1	nan	17314476027039859506671619720142903819578164379648.000	17314476027039859506671619720142903819578164379648.000	0.000	0	0	
YKL068W	0.1747	1	nan	33306901699074554223461692642668857786368.000	33306901699074554223461692642668857786368.000	0.000	0	0	
YLR438W	0.8368	1	nan	1589408708471909120.000	1589408708471909120.000	0.000	0	0	
YBR080C	0.3442	1	nan	85565352072175509592412069560320.000	85565352072175509592412069560320.000	0.000	0	0	
YDR160W	0.01426	1	nan	1524304024085647780394794184658124800.000	1524304024085647780394794184658124800.000	0.000	0	0	
YHR133C	1.237	1	nan	21187733795569.500	21187733795569.500	0.000	0	0	
YPL046C	0.1694	1	nan	576735.024	576735.024	0.000	0	0	
YKL069W	0.2338	1	nan	651576938.927	651576938.927	0.000	0	0	
YFR031CA	32.88	1	nan	156300461061.562	156300461061.562	0.000	0	0	
YHR134W	0.0279	1	nan	3928789412121.532	3928789412121.532	0.000	0	0	
YLR439W	0.2774	1	nan	460143670200123.500	460143670200123.500	0.000	0	0	
YNL262W	0.0104	1	nan	109171626708653928259588320893640545496100659653506381883243954537492773152498149440255688704.000	109171626708653928259588320893640545496100659653506381883243954537492773152498149440255688704.000	0.000	0	0	
YPL047W	0.1518	1	nan	491595.878	491595.878	0.000	0	0	
YDR161W	0.1749	1	nan	200603767299183008.000	200603767299183008.000	0.000	0	0	
YBR081C	0.02726	1	nan	164420399481464573139940957607806858824749207656217968640.000	164420399481464573139940957607806858824749207656217968640.000	0.000	0	0	
YKL070W	0.006757	1	nan	378575116.128	378575116.128	0.000	0	0	
YFR032C	0.004198	1	nan	19987151228696.824	19987151228696.824	0.000	0	0	
YDR162C	0.1953	1	nan	215250093595.461	215250093595.461	0.000	0	0	
YLR440C	0.1168	1	nan	4443199877420112313597036593152.000	4443199877420112313597036593152.000	0.000	0	0	
YBR082C	5.217	1	nan	31171781.251	31171781.251	0.000	0	0	
YNL263C	0.9849	1	nan	204711397256810.812	204711397256810.812	0.000	0	0	
YKL071W	0.008395	1	nan	774541010182.874	774541010182.874	0.000	0	0	
YHR135C	0.4925	1	nan	302605564611381390475264.000	302605564611381390475264.000	0.000	0	0	
YPL048W	1.127	1	nan	1059245155152718080.000	1059245155152718080.000	0.000	0	0	
YFR033C	1.904	1	nan	45431681.193	45431681.193	0.000	0	0	
YLR441C	6.967	1	nan	294055021984.711	294055021984.711	0.000	0	0	
YDR163W	0.2292	1	nan	737252812.854	737252812.854	0.000	0	0	
YNL264C	0.1152	1	nan	6995673769286215.000	6995673769286215.000	0.000	0	0	
YHR136C	0.3678	1	nan	51979426.605	51979426.605	0.000	0	0	
YPL049C	0.1818	1	nan	174557114071014342656.000	174557114071014342656.000	0.000	0	0	
YKL072W	0.0341	1	nan	1029595225375305323219170403287040.000	1029595225375305323219170403287040.000	0.000	0	0	
YFR034C	0.08491	1	nan	398401226062655.500	398401226062655.500	0.000	0	0	
YBR083W	0.3673	1	nan	3454040786500101079040.000	3454040786500101079040.000	0.000	0	0	
YNL265C	0.08924	1	nan	60084215422587.648	60084215422587.648	0.000	0	0	
YDR164C	0.08208	1	nan	12935077280570213915115497979904.000	12935077280570213915115497979904.000	0.000	0	0	
YLR442C	0.04425	1	nan	368144282916557999792013821063274554195968.000	368144282916557999792013821063274554195968.000	0.000	0	0	
YHR137W	0.2905	1	nan	24576870140170140123136.000	24576870140170140123136.000	0.000	0	0	
YFR035C	0.04613	1	nan	1829915.565	1829915.565	0.000	0	0	
YPL050C	0.8511	1	nan	358671007760273280.000	358671007760273280.000	0.000	0	0	
YBR084CA	6.089	1	nan	892021994.756	892021994.756	0.000	0	0	
YLR443W	0.07499	1	nan	73175824817543643136.000	73175824817543643136.000	0.000	0	0	
YKL073W	0.1216	1	nan	23319234034233535992881332169348218880.000	23319234034233535992881332169348218880.000	0.000	0	0	
YDR165W	0.4135	1	nan	33677366395451088896.000	33677366395451088896.000	0.000	0	0	
YNL267W	0.01862	1	nan	883854079477734023559076709576057379335700480.000	883854079477734023559076709576057379335700480.000	0.000	0	0	
YHR138C	0.5195	1	nan	1605726.123	1605726.123	0.000	0	0	
YFR036W	0.2482	1	nan	5407999.337	5407999.337	0.000	0	0	
YPL051W	0.1351	1	nan	4807150423.786	4807150423.786	0.000	0	0	
YLR445W	0.04938	1	nan	2030475007.827	2030475007.827	0.000	0	0	
YFR037C	0.2855	1	nan	1762238659808642967011328.000	1762238659808642967011328.000	0.000	0	0	
YKL074C	0.2021	1	nan	195178242034332273213440.000	195178242034332273213440.000	0.000	0	0	
YHR139C	0.0268	1	nan	267304350995685.938	267304350995685.938	0.000	0	0	
YPL052W	0.07956	1	nan	38503364269196.102	38503364269196.102	0.000	0	0	
YBR084W	0.8396	1	nan	15968241858693538060225245239406302855168.000	15968241858693538060225245239406302855168.000	0.000	0	0	
YNL268W	1.438	1	nan	43852994671547931290501120.000	43852994671547931290501120.000	0.000	0	0	
YDR166C	0.0228	1	nan	124925133327215710881590594480184328454144.000	124925133327215710881590594480184328454144.000	0.000	0	0	
YLR446W	0.003552	1	nan	20314737249914253312.000	20314737249914253312.000	0.000	0	0	
YHR140W	0.01979	1	nan	194149257724.905	194149257724.905	0.000	0	0	
YKL075C	0.02984	1	nan	93052462815335137280.000	93052462815335137280.000	0.000	0	0	
YNL269W	0.008079	1	nan	10335026.015	10335026.015	0.000	0	0	
YPL053C	0.9127	1	nan	53529990491252555776.000	53529990491252555776.000	0.000	0	0	
YBR085W	0.1585	1	nan	55045560739470.969	55045560739470.969	0.000	0	0	
YFR038W	0.01883	1	nan	2118902602374934655007349067896324096.000	2118902602374934655007349067896324096.000	0.000	0	0	
YHR141C	5.618	1	nan	532199.971	532199.971	0.000	0	0	
YDR167W	0.6759	1	nan	13102320275.308	13102320275.308	0.000	0	0	
YLR447C	1.368	1	nan	3129773127356521.500	3129773127356521.500	0.000	0	0	
YKL077W	1.037	1	nan	289082713100090432.000	289082713100090432.000	0.000	0	0	
YPL054W	0.08006	1	nan	76732166674797.453	76732166674797.453	0.000	0	0	
YNL270C	0.01921	1	nan	4318607429303813814616064.000	4318607429303813814616064.000	0.000	0	0	
YDR168W	0.4579	1	nan	15021764291831365894144.000	15021764291831365894144.000	0.000	0	0	
YLR448W	7.981	1	nan	306745798.765	306745798.765	0.000	0	0	
YBR086C	0.8887	1	nan	4611624717258823886983022163268638605312.000	4611624717258823886983022163268638605312.000	0.000	0	0	
YFR039C	0.1204	1	nan	33163256374528646840320.000	33163256374528646840320.000	0.000	0	0	
YHR142W	0.36	1	nan	192285300723920.938	192285300723920.938	0.000	0	0	
YPL055C	0.1215	1	nan	2435336796453678.500	2435336796453678.500	0.000	0	0	
YKL078W	0.1084	1	nan	23724392106558471180660896694272.000	23724392106558471180660896694272.000	0.000	0	0	
YDR169C	0.04612	1	nan	42660234133430222192640.000	42660234133430222192640.000	0.000	0	0	
YLR449W	1.286	1	nan	196546757015114496.000	196546757015114496.000	0.000	0	0	
YHR143W	1.863	1	nan	263354804818436.000	263354804818436.000	0.000	0	0	
YPL056C	0.2704	1	nan	642334.896	642334.896	0.000	0	0	
YBR087W	0.3468	1	nan	8563087487433820.000	8563087487433820.000	0.000	0	0	
YNL271C	0.062	1	nan	2280728502718139402870242431685888092140411613816808598997217162911805005883244544.000	2280728502718139402870242431685888092140411613816808598997217162911805005883244544.000	0.000	0	0	
YFR040W	0.01675	1	nan	4371314943608101032964937143070979931504640.000	4371314943608101032964937143070979931504640.000	0.000	0	0	
YPL057C	0.1424	1	nan	141342791789761328.000	141342791789761328.000	0.000	0	0	
YBR088C	1.489	1	nan	765736289150.867	765736289150.867	0.000	0	0	
YHR143WA	0.8828	1	nan	24469.654	24469.654	0.000	0	0	
YKL079W	0.05315	1	nan	25925479451364179911318175744.000	25925479451364179911318175744.000	0.000	0	0	
YLR450W	0.128	1	nan	32528799710195648533784478493521899226660864.000	32528799710195648533784478493521899226660864.000	0.000	0	0	
YDR170C	0.3716	1	nan	55731092534173971468750682172294853715390198244345545565387828663237578807907975168.000	55731092534173971468750682172294853715390198244345545565387828663237578807907975168.000	0.000	0	0	
YFR041C	0.2489	1	nan	35620484758086.852	35620484758086.852	0.000	0	0	
YHR144C	0.2205	1	nan	227575562173675.219	227575562173675.219	0.000	0	0	
YKL080W	1.19	1	nan	188540317841179328.000	188540317841179328.000	0.000	0	0	
YNL272C	0.07189	1	nan	317461219555291047777934826799104.000	317461219555291047777934826799104.000	0.000	0	0	
YBR090C	0.28	1	nan	4604545.606	4604545.606	0.000	0	0	
YBR091C	0.7212	1	nan	1470163.510	1470163.510	0.000	0	0	
YPL058C	0.09986	1	nan	25754766041522229437102138856771145472303445385278033521278976.000	25754766041522229437102138856771145472303445385278033521278976.000	0.000	0	0	
YFR042W	0.1591	1	nan	6702951866.152	6702951866.152	0.000	0	0	
YDR171W	0.4564	1	nan	74389501514490368.000	74389501514490368.000	0.000	0	0	
YHR146W	0.5471	1	nan	209070524892289859584.000	209070524892289859584.000	0.000	0	0	
YKL081W	2.006	1	nan	580635541957559296.000	580635541957559296.000	0.000	0	0	
YLR451W	0.02744	1	nan	104819629041892478821878646779003535360.000	104819629041892478821878646779003535360.000	0.000	0	0	
YPL059W	0.3875	1	nan	52946799.097	52946799.097	0.000	0	0	
YBR092C	2.175	1	nan	131449557060989140992.000	131449557060989140992.000	0.000	0	0	
YFR043C	0.1356	1	nan	250216502454.861	250216502454.861	0.000	0	0	
YNL273W	0.01959	1	nan	11816883209688173844517335843167784424150539536695296.000	11816883209688173844517335843167784424150539536695296.000	0.000	0	0	
YHR147C	0.3739	1	nan	17352802668.852	17352802668.852	0.000	0	0	
YDR172W	1.47	1	nan	42323988379295621910890545152.000	42323988379295621910890545152.000	0.000	0	0	
YLR452C	0.1315	1	nan	1032026422413319903270454427648.000	1032026422413319903270454427648.000	0.000	0	0	
YKL082C	0.3529	1	nan	17825428298962272256.000	17825428298962272256.000	0.000	0	0	
YPL060W	0.01109	1	nan	3153520182421036032.000	3153520182421036032.000	0.000	0	0	
YHR148W	0.2797	1	nan	1251903411.862	1251903411.862	0.000	0	0	
YBR093C	1.038	1	nan	94325871568137846784.000	94325871568137846784.000	0.000	0	0	
YNL274C	0.2519	1	nan	4640870086658331.000	4640870086658331.000	0.000	0	0	
YFR044C	3.333	1	nan	301983935477966372864.000	301983935477966372864.000	0.000	0	0	
YKL084W	0.6622	1	nan	2664786.672	2664786.672	0.000	0	0	
YLR453C	0.01665	1	nan	642652395384064000.000	642652395384064000.000	0.000	0	0	
YDR173C	0.03197	1	nan	19763777348853144.000	19763777348853144.000	0.000	0	0	
YPL061W	4.434	1	nan	706890921940388282368.000	706890921940388282368.000	0.000	0	0	
YHR149C	0.04609	1	nan	68807228882112627521874812731392.000	68807228882112627521874812731392.000	0.000	0	0	
YFR045W	0.05725	1	nan	12526156083994.100	12526156083994.100	0.000	0	0	
YNL275W	0.01645	1	nan	13361875144226031527788544.000	13361875144226031527788544.000	0.000	0	0	
YBR094W	0.07536	1	nan	143134895681253844904958419271680.000	143134895681253844904958419271680.000	0.000	0	0	
YKL085W	0.907	1	nan	446089277139935.312	446089277139935.312	0.000	0	0	
YDR174W	1.163	1	nan	252720623543.698	252720623543.698	0.000	0	0	
YPL063W	0.5148	1	nan	721684326258981208064.000	721684326258981208064.000	0.000	0	0	
YHR150W	0.005878	1	nan	27049588373539984116809728.000	27049588373539984116809728.000	0.000	0	0	
YKL086W	0.05048	1	nan	6927374.278	6927374.278	0.000	0	0	
YFR046C	0.03695	1	nan	36969306555318952.000	36969306555318952.000	0.000	0	0	
YNL277W	0.02712	1	nan	1314584440946458624000.000	1314584440946458624000.000	0.000	0	0	
YBR095C	0.1822	1	nan	12128256462153451520.000	12128256462153451520.000	0.000	0	0	
YDR175C	0.165	1	nan	601395253232787.750	601395253232787.750	0.000	0	0	
YKL087C	0.1798	1	nan	62622225970.993	62622225970.993	0.000	0	0	
YPL064C	0.1175	1	nan	96753540458628.953	96753540458628.953	0.000	0	0	
YBR096W	1.272	1	nan	80478871031.885	80478871031.885	0.000	0	0	
YHR151C	0.02384	1	nan	128909053839973478825984.000	128909053839973478825984.000	0.000	0	0	
YFR047C	0.4891	1	nan	22011573444936.266	22011573444936.266	0.000	0	0	
YDR176W	0.07219	1	nan	3168382335999825819759800221696.000	3168382335999825819759800221696.000	0.000	0	0	
YNL278W	0.03931	1	nan	1085114200073060505595659165059056028685959168.000	1085114200073060505595659165059056028685959168.000	0.000	0	0	
YHR152W	0.4871	1	nan	624296540.993	624296540.993	0.000	0	0	
YKL088W	0.1539	1	nan	10788575316250802784305152.000	10788575316250802784305152.000	0.000	0	0	
YPL065W	0.09756	1	nan	271166832388.516	271166832388.516	0.000	0	0	
YDR177W	1.605	1	nan	21249906704.632	21249906704.632	0.000	0	0	
YBR097W	0.02394	1	nan	6586818533988030473630686422330588175819689590483695215575040.000	6586818533988030473630686422330588175819689590483695215575040.000	0.000	0	0	
YFR048W	0.04598	1	nan	66137227571494344784070311936.000	66137227571494344784070311936.000	0.000	0	0	
YHR153C	0.01639	1	nan	6046822251.119	6046822251.119	0.000	0	0	
YLR454W	0.08304	1	nan	3924061988766553107366920815694981304931530375262660268965263973388758181699508972617096300166057958857244672.000	3924061988766553107366920815694981304931530375262660268965263973388758181699508972617096300166057958857244672.000	0.000	0	0	
YDR178W	0.7266	1	nan	701314263.836	701314263.836	0.000	0	0	
YFR049W	0.527	1	nan	4306161.567	4306161.567	0.000	0	0	
YNL279W	0.008509	1	nan	26733964010978346870555803648.000	26733964010978346870555803648.000	0.000	0	0	
YKL089W	0.05637	1	nan	1366709361671426371747840.000	1366709361671426371747840.000	0.000	0	0	
YPL066W	0.008179	1	nan	1980305403496856289280.000	1980305403496856289280.000	0.000	0	0	
YFR050C	1.285	1	nan	2054784489546.564	2054784489546.564	0.000	0	0	
YBR098W	0.007456	1	nan	1748000181490450869427789365248.000	1748000181490450869427789365248.000	0.000	0	0	
YDR179C	0.0414	1	nan	230951308.994	230951308.994	0.000	0	0	
YLR455W	0.02536	1	nan	155721405587224.156	155721405587224.156	0.000	0	0	
YBR101C	0.6659	1	nan	24644951803914.543	24644951803914.543	0.000	0	0	
YHR154W	0.03794	1	nan	2540976254865441709782608871668299720850145280.000	2540976254865441709782608871668299720850145280.000	0.000	0	0	
YKL090W	0.009463	1	nan	70353085894417891328.000	70353085894417891328.000	0.000	0	0	
YNL280C	0.813	1	nan	16121788785324830720.000	16121788785324830720.000	0.000	0	0	
YPL067C	0.1129	1	nan	5690145856.574	5690145856.574	0.000	0	0	
YFR051C	0.8942	1	nan	286474640256705864138752.000	286474640256705864138752.000	0.000	0	0	
YLR456W	0.03691	1	nan	10099784384.380	10099784384.380	0.000	0	0	
YKL091C	0.1242	1	nan	148368519144287.312	148368519144287.312	0.000	0	0	
YDR179WA	0.02683	1	nan	416595231790160543744.000	416595231790160543744.000	0.000	0	0	
YPL068C	0.07286	1	nan	46837016222044.391	46837016222044.391	0.000	0	0	
YNL281W	0.8117	1	nan	62298148.559	62298148.559	0.000	0	0	
YFR052W	0.4381	1	nan	6093580995198.007	6093580995198.007	0.000	0	0	
YBR102C	0.02734	1	nan	295568336118189133801988007395328.000	295568336118189133801988007395328.000	0.000	0	0	
YHR155W	0.01032	1	nan	9102828725817085085591130053655432886921625891504128.000	9102828725817085085591130053655432886921625891504128.000	0.000	0	0	
YLR457C	0.02167	1	nan	704833029027451.750	704833029027451.750	0.000	0	0	
YNL282W	0.05619	1	nan	4899625292.301	4899625292.301	0.000	0	0	
YPL069C	0.05286	1	nan	1924415748153674.750	1924415748153674.750	0.000	0	0	
YKL092C	0.01332	1	nan	50434280113999712911827065238412386954943397888.000	50434280113999712911827065238412386954943397888.000	0.000	0	0	
YFR053C	1.504	1	nan	303922037105255514112.000	303922037105255514112.000	0.000	0	0	
YDR180W	0.0556	1	nan	256256040480831218212556127547988792252789293767944915835158528.000	256256040480831218212556127547988792252789293767944915835158528.000	0.000	0	0	
YLR459W	0.3985	1	nan	376666370364167616.000	376666370364167616.000	0.000	0	0	
YBR103W	0.1666	1	nan	198585666229211236401152.000	198585666229211236401152.000	0.000	0	0	
YHR156C	0.02639	1	nan	4905928908632131.000	4905928908632131.000	0.000	0	0	
YPL070W	0.05229	1	nan	466278786263428250975862784.000	466278786263428250975862784.000	0.000	0	0	
YFR055W	0.1048	1	nan	1824772750957498.750	1824772750957498.750	0.000	0	0	
YKL093W	0.008525	1	nan	3571741575064203.500	3571741575064203.500	0.000	0	0	
YNL283C	0.1499	1	nan	4185037059375634055168.000	4185037059375634055168.000	0.000	0	0	
YLR460C	0.04972	1	nan	35388018681936808.000	35388018681936808.000	0.000	0	0	
YBR104W	0.1506	1	nan	810737443954536.375	810737443954536.375	0.000	0	0	
YHR157W	0.02008	1	nan	1699916532.555	1699916532.555	0.000	0	0	
YDR181C	0.0651	1	nan	2248505461997253427200.000	2248505461997253427200.000	0.000	0	0	
YPL071C	0.05674	1	nan	104110505.405	104110505.405	0.000	0	0	
YFR057W	0.02965	1	nan	80933311.923	80933311.923	0.000	0	0	
YLR461W	0.3992	1	nan	1703768.214	1703768.214	0.000	0	0	
YNL284C	0.4097	1	nan	404802185166493.750	404802185166493.750	0.000	0	0	
YKL094W	0.9359	1	nan	187739803541494.875	187739803541494.875	0.000	0	0	
YBR105C	0.1116	1	nan	30222346202078736.000	30222346202078736.000	0.000	0	0	
YLR462W	0.01146	1	nan	7731978395.557	7731978395.557	0.000	0	0	
YPL072W	0.01948	1	nan	10588420294163770114048.000	10588420294163770114048.000	0.000	0	0	
YDR182W	0.4205	1	nan	5542321271748586110976.000	5542321271748586110976.000	0.000	0	0	
YGL001C	0.9477	1	nan	3456269329305842.000	3456269329305842.000	0.000	0	0	
YNL286W	0.07097	1	nan	21644590664951.699	21644590664951.699	0.000	0	0	
YKL095W	0.01708	1	nan	12393878970432.771	12393878970432.771	0.000	0	0	
YBR106W	6.665	1	nan	786191537.924	786191537.924	0.000	0	0	
YHR158C	0.02968	1	nan	13470138845979775831967933318569274839898815201280.000	13470138845979775831967933318569274839898815201280.000	0.000	0	0	
YDR183W	0.07848	1	nan	121061956668.103	121061956668.103	0.000	0	0	
YLR464W	0.01159	1	nan	29968822397.595	29968822397.595	0.000	0	0	
YPL074W	0.03256	1	nan	363211868245846687653112989089792.000	363211868245846687653112989089792.000	0.000	0	0	
YGL002W	0.1356	1	nan	24116777907.619	24116777907.619	0.000	0	0	
YKL096W	2.924	1	nan	78106370279.489	78106370279.489	0.000	0	0	
YNL287W	0.4836	1	nan	1003070774378939809959848926871059169280.000	1003070774378939809959848926871059169280.000	0.000	0	0	
YDR184C	0.151	1	nan	39842522725933.617	39842522725933.617	0.000	0	0	
YHR159W	0.01118	1	nan	34494918428654886191104.000	34494918428654886191104.000	0.000	0	0	
YBR107C	0.07037	1	nan	422802591804.151	422802591804.151	0.000	0	0	
YPL075W	0.01637	1	nan	8842112152314093818343988328923136.000	8842112152314093818343988328923136.000	0.000	0	0	
YGL003C	0.0293	1	nan	5842118399947049537634304.000	5842118399947049537634304.000	0.000	0	0	
YLR466W	0.1351	1	nan	22589665477610929770073254653775802128518121832167627554816.000	22589665477610929770073254653775802128518121832167627554816.000	0.000	0	0	
YNL288W	0.2675	1	nan	61946280160239816.000	61946280160239816.000	0.000	0	0	
YKL098W	0.06093	1	nan	15923885764375934.000	15923885764375934.000	0.000	0	0	
YDR185C	0.01148	1	nan	1003778809.569	1003778809.569	0.000	0	0	
YHR160C	0.016	1	nan	16194696205233.988	16194696205233.988	0.000	0	0	
YGL004C	0.1489	1	nan	3743096091945268224.000	3743096091945268224.000	0.000	0	0	
YPL076W	0.05073	1	nan	8601381226085.167	8601381226085.167	0.000	0	0	
YNL289W	0.1921	1	nan	10980338973800.211	10980338973800.211	0.000	0	0	
YLR467W	0.03231	1	nan	1929697363637309228801683974565703933394972228494533199527247369609756540928.000	1929697363637309228801683974565703933394972228494533199527247369609756540928.000	0.000	0	0	
YBR108W	0.024	1	nan	45663607960874219647641091487911953563648.000	45663607960874219647641091487911953563648.000	0.000	0	0	
YKL099C	0.5445	1	nan	796919516851.187	796919516851.187	0.000	0	0	
YHR161C	0.03313	1	nan	5809323916155188794231881728.000	5809323916155188794231881728.000	0.000	0	0	
YGL005C	0.0469	1	nan	11240245434227.611	11240245434227.611	0.000	0	0	
YPL077C	0.01236	1	nan	390952019148.577	390952019148.577	0.000	0	0	
YBR109C	2.445	1	nan	32467623.991	32467623.991	0.000	0	0	
YNL290W	0.1377	1	nan	2487580227037241.500	2487580227037241.500	0.000	0	0	
YML001W	1.087	1	nan	9994425727.536	9994425727.536	0.000	0	0	
YDR186C	0.03348	1	nan	38796746421447601884461463854129348608.000	38796746421447601884461463854129348608.000	0.000	0	0	
YHR162W	1.644	1	nan	6132567.719	6132567.719	0.000	0	0	
YKL100C	0.2356	1	nan	22202883335057387240292352.000	22202883335057387240292352.000	0.000	0	0	
YNL291C	0.05111	1	nan	818484867653243846524928.000	818484867653243846524928.000	0.000	0	0	
YGL006W	0.1047	1	nan	6460096601977581579939953824891711202327850385408.000	6460096601977581579939953824891711202327850385408.000	0.000	0	0	
YPL078C	0.9068	1	nan	190499642946.792	190499642946.792	0.000	0	0	
YBR110W	0.1444	1	nan	68403050396082552832.000	68403050396082552832.000	0.000	0	0	
YNL292W	0.2494	1	nan	974398677074193408.000	974398677074193408.000	0.000	0	0	
YML002W	0.006176	1	nan	57778607659451796349273665175552.000	57778607659451796349273665175552.000	0.000	0	0	
YDR188W	1.762	1	nan	215416733302779570814976.000	215416733302779570814976.000	0.000	0	0	
YHR163W	0.5662	1	nan	445482129744.398	445482129744.398	0.000	0	0	
YBR111C	1.446	1	nan	61539780112.607	61539780112.607	0.000	0	0	
YPL079W	59.86	1	nan	61672695.895	61672695.895	0.000	0	0	
YGL008C	22.85	1	nan	3789524743557306481970386789264785408.000	3789524743557306481970386789264785408.000	0.000	0	0	
YKL101W	0.06559	1	nan	3675845037924289235224557188740134727286667209817087304756363264.000	3675845037924289235224557188740134727286667209817087304756363264.000	0.000	0	0	
YPL081W	1.071	1	nan	2194204623.727	2194204623.727	0.000	0	0	
