ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YOL111C	0.7396	1	nan	16020450367.625	16020450367.625	0.000	0	0	
YMR083W	1.925	1	nan	15158747773837440.000	15158747773837440.000	0.000	0	0	
YLL006W	0.03098	1	nan	12110515248652500992.000	12110515248652500992.000	0.000	0	0	
YCL061C	0.01581	1	nan	25555885540388608303289190366680378010473857024.000	25555885540388608303289190366680378010473857024.000	0.000	0	0	
YGL257C	0.03338	1	nan	2880240657653030061080576.000	2880240657653030061080576.000	0.000	0	0	
YDR427W	0.7722	1	nan	328214428914350464.000	328214428914350464.000	0.000	0	0	
YPR031W	0.01403	1	nan	147963480529414910065125428822016.000	147963480529414910065125428822016.000	0.000	0	0	
YOL112W	0.07081	1	nan	7993773598332947529728.000	7993773598332947529728.000	0.000	0	0	
YMR084W	0.02015	1	nan	1521673624716.387	1521673624716.387	0.000	0	0	
YIR002C	0.0608	1	nan	1059652335814445346976386987852392864677888.000	1059652335814445346976386987852392864677888.000	0.000	0	0	
YLL007C	0.03926	1	nan	96792329351017159396320870400.000	96792329351017159396320870400.000	0.000	0	0	
YCL063W	0.06568	1	nan	11917546115559501824.000	11917546115559501824.000	0.000	0	0	
YGL258W	0.008544	1	nan	4663696482.952	4663696482.952	0.000	0	0	
YDR428C	0.1308	1	nan	1784372435995.993	1784372435995.993	0.000	0	0	
YOL113W	0.008225	1	nan	42305715046576666327727996928.000	42305715046576666327727996928.000	0.000	0	0	
YMR085W	0.0184	1	nan	10593037679779024896.000	10593037679779024896.000	0.000	0	0	
YOL114C	0.03314	1	nan	7741125271.013	7741125271.013	0.000	0	0	
YPR032W	0.03216	1	nan	22274533841431255292560901624982863523872768.000	22274533841431255292560901624982863523872768.000	0.000	0	0	
YLL008W	0.4607	1	nan	42228905129011919828163420487680.000	42228905129011919828163420487680.000	0.000	0	0	
YGL259W	0.01019	1	nan	206919278.105	206919278.105	0.000	0	0	
YIR003W	0.1723	1	nan	240474913881937936162272313344.000	240474913881937936162272313344.000	0.000	0	0	
YCL064C	0.9182	1	nan	9145179445574040.000	9145179445574040.000	0.000	0	0	
YLL009C	0.8646	10	nan	27466.561	25511.143	1955.418	0	0	
YDR429C	2.722	1	nan	3291917428056.926	3291917428056.926	0.000	0	0	
YPR033C	1.83	1	nan	102342188330674714312704.000	102342188330674714312704.000	0.000	0	0	
YIR004W	0.3121	1	nan	13113594039898003456.000	13113594039898003456.000	0.000	0	0	
YOL115W	0.05405	1	nan	23533088092658333730734080.000	23533088092658333730734080.000	0.000	0	0	
YCL066W	0.06695	1	nan	711378944.264	711378944.264	0.000	0	0	
YMR086W	0.03514	1	nan	81178728754968348300241699267035319500800.000	81178728754968348300241699267035319500800.000	0.000	0	0	
YOL116W	0.02602	1	nan	277713042460716224.000	277713042460716224.000	0.000	0	0	
YDR430C	0.0473	1	nan	517137691806831508173333291432994697904128.000	517137691806831508173333291432994697904128.000	0.000	0	0	
YLL010C	0.07311	1	nan	15151705541455880192.000	15151705541455880192.000	0.000	0	0	
YIR005W	0.1014	1	nan	56818295.445	56818295.445	0.000	0	0	
YCL067C	0.2998	1	nan	18256428008.381	18256428008.381	0.000	0	0	
YPR034W	0.192	1	nan	1142985116247102980096.000	1142985116247102980096.000	0.000	0	0	
YMR087W	0.114	1	nan	18560313725557.277	18560313725557.277	0.000	0	0	
YDR432W	0.9041	1	nan	864032575549616512.000	864032575549616512.000	0.000	0	0	
YIR006C	0.1794	1	nan	38775002047381906935357770673293677291196103476732867586818048.000	38775002047381906935357770673293677291196103476732867586818048.000	0.000	0	0	
YOL117W	0.007869	1	nan	15295066356656212461161021440.000	15295066356656212461161021440.000	0.000	0	0	
YCL068C	0.02695	1	nan	2270785449430.391	2270785449430.391	0.000	0	0	
YGL260W	0.06117	303	50067918467	60900.779	39979.002	20921.776	0	0	
YLL011W	0.2247	1	nan	2169496964672398557184.000	2169496964672398557184.000	0.000	0	0	
YPR035W	5.036	1	nan	10358076900593644.000	10358076900593644.000	0.000	0	0	
YDR434W	0.3297	1	nan	229039098546896450355200.000	229039098546896450355200.000	0.000	0	0	
YCL069W	0.0136	1	nan	91612899913409773568.000	91612899913409773568.000	0.000	0	0	
YMR088C	0.08381	1	nan	1871439302921427754156032.000	1871439302921427754156032.000	0.000	0	0	
YDR435C	0.07018	1	nan	1125533982389107.375	1125533982389107.375	0.000	0	0	
YOL119C	0.2427	1	nan	4499490385280196149248.000	4499490385280196149248.000	0.000	0	0	
YIR007W	0.06641	1	nan	743538495381573609443955298009088.000	743538495381573609443955298009088.000	0.000	0	0	
YLL012W	0.2711	1	nan	9329437798610770570772480.000	9329437798610770570772480.000	0.000	0	0	
YGL261C	0.7304	1	nan	1757637.689	1757637.689	0.000	0	0	
YPR036W	2.296	1	nan	629443760885144616960.000	629443760885144616960.000	0.000	0	0	
YOL120C	15.27	1	nan	546546822.129	546546822.129	0.000	0	0	
YIR008C	0.2264	1	nan	2430880074161981952.000	2430880074161981952.000	0.000	0	0	
YCL073C	0.03949	1	nan	321503533008596897529593856.000	321503533008596897529593856.000	0.000	0	0	
YGL262W	0.016	1	nan	637842484.513	637842484.513	0.000	0	0	
YMR089C	0.3531	1	nan	75692081478607256306882571812208640.000	75692081478607256306882571812208640.000	0.000	0	0	
YDR436W	0.01112	1	nan	4827533076948966357262227472384.000	4827533076948966357262227472384.000	0.000	0	0	
YPR037C	0.7155	1	nan	3575620955.747	3575620955.747	0.000	0	0	
YOL121C	22.3	1	nan	13603467.293	13603467.293	0.000	0	0	
YLL013C	0.01077	1	nan	15545946844198359672994206432073089024.000	15545946844198359672994206432073089024.000	0.000	0	0	
YMR090W	0.1537	1	nan	45041857879.295	45041857879.295	0.000	0	0	
YIR009W	0.04536	1	nan	1742997.530	1742997.530	0.000	0	0	
YDR437W	0.04437	1	nan	20529089.949	20529089.949	0.000	0	0	
YGL263W	0.01371	1	nan	154655221385977984.000	154655221385977984.000	0.000	0	0	
YCR002C	1.018	1	nan	411627732679132.750	411627732679132.750	0.000	0	0	
YPR040W	0.07435	1	nan	15811402035918088.000	15811402035918088.000	0.000	0	0	
YOL122C	0.2206	1	nan	3012305975652221643128832.000	3012305975652221643128832.000	0.000	0	0	
YLL014W	0.9046	1	nan	962671.606	962671.606	0.000	0	0	
YGR001C	0.2563	1	nan	480031930054.567	480031930054.567	0.000	0	0	
YIR010W	0.06428	1	nan	31620085407700199017545728.000	31620085407700199017545728.000	0.000	0	0	
YCR003W	0.2622	1	nan	1167587944.228	1167587944.228	0.000	0	0	
YMR091C	0.3517	1	nan	25494589144083177472.000	25494589144083177472.000	0.000	0	0	
YDR438W	0.003078	1	nan	39591239403854088.000	39591239403854088.000	0.000	0	0	
YPR041W	1.064	1	nan	439239580002184704.000	439239580002184704.000	0.000	0	0	
YOL123W	0.8891	1	nan	121924349449238510305280.000	121924349449238510305280.000	0.000	0	0	
YGR002C	0.08063	1	nan	1832865406419400130560.000	1832865406419400130560.000	0.000	0	0	
YIR011C	0.7946	1	nan	533114975500170.125	533114975500170.125	0.000	0	0	
YLL015W	0.05852	1	nan	32961727699231540883320376383833548693759469213617131350254419968.000	32961727699231540883320376383833548693759469213617131350254419968.000	0.000	0	0	
YMR092C	0.8391	1	nan	134800487557371557937414144.000	134800487557371557937414144.000	0.000	0	0	
YDR439W	0.01516	1	nan	9161324249834386.000	9161324249834386.000	0.000	0	0	
YCR004C	1.1	1	nan	238981391474.812	238981391474.812	0.000	0	0	
YIR012W	1.465	1	nan	6575991540754185216.000	6575991540754185216.000	0.000	0	0	
YOL124C	0.6726	1	nan	16281321317104287744.000	16281321317104287744.000	0.000	0	0	
YGR003W	0.03141	1	nan	109063172391528951447944049983488.000	109063172391528951447944049983488.000	0.000	0	0	
YPR042C	0.02747	1	nan	4752634348184285038496105177776398649645858816.000	4752634348184285038496105177776398649645858816.000	0.000	0	0	
YMR093W	0.1789	1	nan	24108474559734793371648.000	24108474559734793371648.000	0.000	0	0	
YLL018C	2.342	1	nan	475196766330798022328320.000	475196766330798022328320.000	0.000	0	0	
YCR005C	0.5171	1	nan	114048568180738228224.000	114048568180738228224.000	0.000	0	0	
YIR013C	0.9345	1	nan	3154075.918	3154075.918	0.000	0	0	
YDR440W	0.01717	1	nan	29374536877008661067595776.000	29374536877008661067595776.000	0.000	0	0	
YPR043W	12.05	1	nan	127223.145	127223.145	0.000	0	0	
YGR004W	0.08146	1	nan	280709997378225635328.000	280709997378225635328.000	0.000	0	0	
YOL125W	0.1089	1	nan	1207703569392371236864.000	1207703569392371236864.000	0.000	0	0	
YCR007C	0.01657	1	nan	244667632191.321	244667632191.321	0.000	0	0	
YIR014W	0.03873	1	nan	438464324378.385	438464324378.385	0.000	0	0	
YMR094W	0.01379	1	nan	2246665873289857466368.000	2246665873289857466368.000	0.000	0	0	
YLL019C	0.01527	1	nan	44168453701840741403950468562944.000	44168453701840741403950468562944.000	0.000	0	0	
YDR441C	0.1634	1	nan	775584497.067	775584497.067	0.000	0	0	
YPR045C	0.0192	1	nan	710694520458805641216.000	710694520458805641216.000	0.000	0	0	
YOL126C	0.1163	1	nan	2508154879899275264.000	2508154879899275264.000	0.000	0	0	
YIR015W	0.01113	1	nan	34400241.879	34400241.879	0.000	0	0	
YCR008W	0.06225	1	nan	94583028462877707545346048.000	94583028462877707545346048.000	0.000	0	0	
YGR005C	0.3065	1	nan	780564828013752064.000	780564828013752064.000	0.000	0	0	
YMR095C	0.007971	1	nan	45509646654.611	45509646654.611	0.000	0	0	
YPR046W	0.08896	1	nan	1125378036.144	1125378036.144	0.000	0	0	
YGR006W	0.02407	1	nan	794988604482.640	794988604482.640	0.000	0	0	
YOL127W	12.9	1	nan	12888073.115	12888073.115	0.000	0	0	
YIR016W	0.1937	1	nan	3859749693339.878	3859749693339.878	0.000	0	0	
YLL021W	0.05901	1	nan	21418492769524425822108083970853215326658900833700792722522112.000	21418492769524425822108083970853215326658900833700792722522112.000	0.000	0	0	
YCR009C	0.7761	1	nan	1912877858183.576	1912877858183.576	0.000	0	0	
YMR096W	0.07607	1	nan	22981565136789.383	22981565136789.383	0.000	0	0	
YDR443C	0.009628	1	nan	590714444870226885701428960353108710388512688786083470639104.000	590714444870226885701428960353108710388512688786083470639104.000	0.000	0	0	
YIR017C	0.03535	1	nan	2206730400.807	2206730400.807	0.000	0	0	
YPR047W	0.05671	1	nan	592315428838348292096.000	592315428838348292096.000	0.000	0	0	
YOL128C	0.04481	1	nan	108124574564088352.000	108124574564088352.000	0.000	0	0	
YGR007W	0.5709	1	nan	516100386714544.438	516100386714544.438	0.000	0	0	
YLL022C	0.4383	1	nan	203044771652357632.000	203044771652357632.000	0.000	0	0	
YIR018W	0.01253	1	nan	548148289327.885	548148289327.885	0.000	0	0	
YCR010C	0.04601	1	nan	6492381565394.815	6492381565394.815	0.000	0	0	
YMR097C	0.03606	1	nan	59723806803834784.000	59723806803834784.000	0.000	0	0	
YPR048W	0.1387	1	nan	908710274674620582116458496.000	908710274674620582116458496.000	0.000	0	0	
YOL129W	0.9573	1	nan	996778890.756	996778890.756	0.000	0	0	
YGR008C	0.646	1	nan	90913.708	90913.708	0.000	0	0	
YLL023C	1.143	1	nan	6104693026007.072	6104693026007.072	0.000	0	0	
YDR444W	0.02817	1	nan	609235109934505529353653190656.000	609235109934505529353653190656.000	0.000	0	0	
YMR098C	0.04811	1	nan	396072561057332189223452672.000	396072561057332189223452672.000	0.000	0	0	
YGR009C	0.2253	1	nan	32157948454663554511434416128.000	32157948454663554511434416128.000	0.000	0	0	
YCR011C	0.297	1	nan	93443485739717137158292820974030778607337472.000	93443485739717137158292820974030778607337472.000	0.000	0	0	
YDR446W	0.02302	1	nan	110684396456247.734	110684396456247.734	0.000	0	0	
YLL024C	19.64	1	nan	122930359693364465458216960.000	122930359693364465458216960.000	0.000	0	0	
YPR049C	0.0127	1	nan	87613400481183810975387045856819226244348605628416.000	87613400481183810975387045856819226244348605628416.000	0.000	0	0	
YOL130W	0.09308	1	nan	2737426133325197096637747884709642240.000	2737426133325197096637747884709642240.000	0.000	0	0	
YIR019C	0.01993	1	nan	5247983210428113213845134432167123777061613796734271488.000	5247983210428113213845134432167123777061613796734271488.000	0.000	0	0	
YMR099C	0.7484	1	nan	29521403548877.031	29521403548877.031	0.000	0	0	
YCR012W	54.49	1	nan	263042271164134816.000	263042271164134816.000	0.000	0	0	
YGR010W	0.06715	1	nan	499423538612533184.000	499423538612533184.000	0.000	0	0	
YDR447C	9.497	1	nan	8619045.330	8619045.330	0.000	0	0	
YLL025W	1.86	1	nan	2450435.048	2450435.048	0.000	0	0	
YOL131W	0.05776	1	nan	1336924.183	1336924.183	0.000	0	0	
YPR051W	0.3833	1	nan	753567859.214	753567859.214	0.000	0	0	
YIR021W	0.09153	1	nan	30974271496468264.000	30974271496468264.000	0.000	0	0	
YMR100W	0.03424	1	nan	1597172683311241339758182400.000	1597172683311241339758182400.000	0.000	0	0	
YOL132W	0.02201	1	nan	678563004596299366400.000	678563004596299366400.000	0.000	0	0	
YGR012W	0.1192	1	nan	192778735308047872.000	192778735308047872.000	0.000	0	0	
YCR014C	0.03219	1	nan	21055958882040951884218368.000	21055958882040951884218368.000	0.000	0	0	
YPR052C	1.195	1	nan	223174.038	223174.038	0.000	0	0	
YDR448W	0.1214	1	nan	34904812423586791424.000	34904812423586791424.000	0.000	0	0	
YLL026W	1.333	1	nan	34531602406028569511564033294526840832.000	34531602406028569511564033294526840832.000	0.000	0	0	
YOL133W	0.3653	1	nan	3279814.710	3279814.710	0.000	0	0	
YMR101C	0.02946	1	nan	4643321839981786.000	4643321839981786.000	0.000	0	0	
YCR015C	0.04302	1	nan	291473827917198.938	291473827917198.938	0.000	0	0	
YIR022W	0.876	1	nan	195116697.560	195116697.560	0.000	0	0	
YGR013W	0.05058	1	nan	1109734549969677701001248768.000	1109734549969677701001248768.000	0.000	0	0	
YLL027W	0.4147	1	nan	576617764531.177	576617764531.177	0.000	0	0	
YPR054W	0.0002655	1	nan	268365998176952032.000	268365998176952032.000	0.000	0	0	
YCR016W	0.2415	1	nan	25312728050389.434	25312728050389.434	0.000	0	0	
YDR449C	0.1869	1	nan	36579615203756367872.000	36579615203756367872.000	0.000	0	0	
YOL135C	0.1553	1	nan	69716253437.404	69716253437.404	0.000	0	0	
YIR023W	0.03711	1	nan	333930292414950067539337541879820292456448.000	333930292414950067539337541879820292456448.000	0.000	0	0	
YDR450W	10.48	1	nan	19390450.253	19390450.253	0.000	0	0	
YMR102C	0.06983	1	nan	584114820484083428570654235472953344.000	584114820484083428570654235472953344.000	0.000	0	0	
YLL028W	0.3704	1	nan	5455092095728210078072832.000	5455092095728210078072832.000	0.000	0	0	
YCR017C	0.3753	1	nan	7170026946887608711019208959928075026432.000	7170026946887608711019208959928075026432.000	0.000	0	0	
YPR055W	0.07636	1	nan	1103656671155407424523395530440301626190200832.000	1103656671155407424523395530440301626190200832.000	0.000	0	0	
YIR024C	0.09716	1	nan	23300155584.405	23300155584.405	0.000	0	0	
YGR014W	0.1421	1	nan	856306045154761514652219954907807481229067111316324352.000	856306045154761514652219954907807481229067111316324352.000	0.000	0	0	
YOL136C	0.03706	1	nan	628941343712580480.000	628941343712580480.000	0.000	0	0	
YCR018C	0.06307	1	nan	49955735853.097	49955735853.097	0.000	0	0	
YDR451C	0.04936	1	nan	10591644836370920.000	10591644836370920.000	0.000	0	0	
YMR104C	0.006474	1	nan	148010920883937310294451159040.000	148010920883937310294451159040.000	0.000	0	0	
YIR025W	0.05275	1	nan	100526171865160240.000	100526171865160240.000	0.000	0	0	
YLL029W	0.2479	1	nan	87284887796465191586494205132800.000	87284887796465191586494205132800.000	0.000	0	0	
YCR019W	0.05039	1	nan	27208103039741264.000	27208103039741264.000	0.000	0	0	
YGR015C	0.01617	1	nan	1360085839808469.000	1360085839808469.000	0.000	0	0	
YOL137W	0.0652	1	nan	3703599782264442978304.000	3703599782264442978304.000	0.000	0	0	
YPR056W	0.08903	1	nan	1886963421953959.750	1886963421953959.750	0.000	0	0	
YDR452W	0.4533	1	nan	135978420754603788342109667328.000	135978420754603788342109667328.000	0.000	0	0	
YMR105C	0.03832	1	nan	794718281582808328568832.000	794718281582808328568832.000	0.000	0	0	
YIR026C	0.7774	1	nan	21589989765109832.000	21589989765109832.000	0.000	0	0	
YCR020C	0.05996	1	nan	22043028949.981	22043028949.981	0.000	0	0	
YDR453C	0.07408	1	nan	2340432188.158	2340432188.158	0.000	0	0	
YPR057W	0.09077	1	nan	4643040210178399.000	4643040210178399.000	0.000	0	0	
YGR016W	0.01289	1	nan	2437704017.489	2437704017.489	0.000	0	0	
YLL031C	0.3305	1	nan	3187764726533563962749227429638058689953792.000	3187764726533563962749227429638058689953792.000	0.000	0	0	
YIR027C	0.006506	1	nan	134938693175018209280.000	134938693175018209280.000	0.000	0	0	
YPR058W	0.446	1	nan	78258071637671.234	78258071637671.234	0.000	0	0	
YMR106C	0.01406	1	nan	1959060907983793744416604160.000	1959060907983793744416604160.000	0.000	0	0	
YDR454C	3.057	1	nan	955401293.895	955401293.895	0.000	0	0	
YGR017W	0.1652	1	nan	67901869296945.812	67901869296945.812	0.000	0	0	
YOL138C	0.009069	1	nan	198184925026481869081721521581355460030202923870201053184.000	198184925026481869081721521581355460030202923870201053184.000	0.000	0	0	
YIR028W	0.03505	1	nan	1019790553977914637758234624.000	1019790553977914637758234624.000	0.000	0	0	
YPR060C	0.6301	1	nan	829456036646.968	829456036646.968	0.000	0	0	
YMR107W	0.03085	1	nan	2398801.920	2398801.920	0.000	0	0	
YGR019W	0.3558	1	nan	209638769168206331904.000	209638769168206331904.000	0.000	0	0	
YDR456W	0.1209	1	nan	993291170179153639837270016.000	993291170179153639837270016.000	0.000	0	0	
YLL032C	0.0205	1	nan	169262795323189817736405898435231744.000	169262795323189817736405898435231744.000	0.000	0	0	
YOL139C	4.196	1	nan	11199915615.204	11199915615.204	0.000	0	0	
YIR029W	0.08521	1	nan	2368179925693722.500	2368179925693722.500	0.000	0	0	
YCR020CA	0.06801	168	50049484630	143104.508	107368.799	35735.709	0	0	
YGR020C	1.01	1	nan	2054711.048	2054711.048	0.000	0	0	
YOL140W	0.07412	1	nan	2569706780472024576.000	2569706780472024576.000	0.000	0	0	
YLL033W	0.006452	1	nan	150362320794.746	150362320794.746	0.000	0	0	
YPR061C	0.01578	1	nan	73055228716884.891	73055228716884.891	0.000	0	0	
YIR030C	0.04326	1	nan	320264066910.500	320264066910.500	0.000	0	0	
YMR108W	1.215	1	nan	51183808848473777767473741824.000	51183808848473777767473741824.000	0.000	0	0	
YCR021C	0.0632	1	nan	534546383757050.188	534546383757050.188	0.000	0	0	
YGR021W	0.1016	1	nan	23937492950086.875	23937492950086.875	0.000	0	0	
YPR062W	3.151	1	nan	73345894.991	73345894.991	0.000	0	0	
YIR031C	0.003146	1	nan	811891398010124806127616.000	811891398010124806127616.000	0.000	0	0	
YOL141W	0.01782	1	nan	766061929015941575092159381504.000	766061929015941575092159381504.000	0.000	0	0	
YCR023C	0.1091	1	nan	232821509047278584708726784.000	232821509047278584708726784.000	0.000	0	0	
YLL034C	0.4731	1	nan	193357078031877066991153969790713856.000	193357078031877066991153969790713856.000	0.000	0	0	
YMR109W	0.1286	1	nan	445658394188448202223330184466647650547512951963648.000	445658394188448202223330184466647650547512951963648.000	0.000	0	0	
YPR063C	0.9276	1	nan	16684440.568	16684440.568	0.000	0	0	
YGR023W	0.01121	1	nan	630134303455920928063488.000	630134303455920928063488.000	0.000	0	0	
YIR032C	0.04143	1	nan	3639401809.000	3639401809.000	0.000	0	0	
YCR024C	0.02191	1	nan	4936405902288354279424.000	4936405902288354279424.000	0.000	0	0	
